ticker,sector,spider_id
MKSI,Technology,SECTOR_TECHNOLOGY
MKTX,Financials,SECTOR_FINANCIALS
MLKN,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
MLM,Materials,SECTOR_MATERIALS
MLR,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
MLYS,Healthcare,SECTOR_HEALTHCARE
MMS,Industrials,SECTOR_INDUSTRIALS
MNKD,Healthcare,SECTOR_HEALTHCARE
MNPR,Healthcare,SECTOR_HEALTHCARE
MOD,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
MOFG,Financials,SECTOR_FINANCIALS
MPC,Energy,SECTOR_ENERGY
MRAM,Technology,SECTOR_TECHNOLOGY
MRNA,Healthcare,SECTOR_HEALTHCARE
MRTN,Industrials,SECTOR_INDUSTRIALS
MRVL,Technology,SECTOR_TECHNOLOGY
MS,Financials,SECTOR_FINANCIALS
MSBI,Financials,SECTOR_FINANCIALS
MSFT,Technology,SECTOR_TECHNOLOGY
MSGE,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
MSI,Technology,SECTOR_TECHNOLOGY
MSTR,Technology,SECTOR_TECHNOLOGY
MTB,Financials,SECTOR_FINANCIALS
MTD,Healthcare,SECTOR_HEALTHCARE
MTDR,Energy,SECTOR_ENERGY
MTW,Industrials,SECTOR_INDUSTRIALS
MU,Technology,SECTOR_TECHNOLOGY
MUA,Financials,SECTOR_FINANCIALS
MUC,Financials,SECTOR_FINANCIALS
MVBF,Financials,SECTOR_FINANCIALS
MYI,Financials,SECTOR_FINANCIALS
MYN,Financials,SECTOR_FINANCIALS
MYRG,Industrials,SECTOR_INDUSTRIALS
MZTI,Consumer Staples,SECTOR_CONSUMER_STAPLES
NAC,Financials,SECTOR_FINANCIALS
NAGE,Healthcare,SECTOR_HEALTHCARE
NAN,Financials,SECTOR_FINANCIALS
NATH,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
NATR,Consumer Staples,SECTOR_CONSUMER_STAPLES
NBB,Financials,SECTOR_FINANCIALS
NBHC,Financials,SECTOR_FINANCIALS
NBN,Financials,SECTOR_FINANCIALS
NBP,Healthcare,SECTOR_HEALTHCARE
NCLH,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
NDAQ,Financials,SECTOR_FINANCIALS
NDSN,Industrials,SECTOR_INDUSTRIALS
NE,Energy,SECTOR_ENERGY
NECB,Financials,SECTOR_FINANCIALS
NEE,Utilities,SECTOR_UTILITIES
NEGG,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
NEM,Materials,SECTOR_MATERIALS
NEO,Healthcare,SECTOR_HEALTHCARE
NEOG,Healthcare,SECTOR_HEALTHCARE
NET,Technology,SECTOR_TECHNOLOGY
NEU,Materials,SECTOR_MATERIALS
NEWT,Financials,SECTOR_FINANCIALS
NFBK,Financials,SECTOR_FINANCIALS
NFLX,Communication Services,SECTOR_COMMUNICATION_SERVICES
NG,Materials,SECTOR_MATERIALS
NGL,Energy,SECTOR_ENERGY
NGS,Energy,SECTOR_ENERGY
NGVC,Consumer Staples,SECTOR_CONSUMER_STAPLES
NGVT,Materials,SECTOR_MATERIALS
NHC,Healthcare,SECTOR_HEALTHCARE
NIC,Financials,SECTOR_FINANCIALS
NIQ,Financials,SECTOR_FINANCIALS
NKTR,Healthcare,SECTOR_HEALTHCARE
NMAI,Financials,SECTOR_FINANCIALS
NMIH,Financials,SECTOR_FINANCIALS
