ticker,sector,spider_id
NN,Technology,SECTOR_TECHNOLOGY
NNI,Financials,SECTOR_FINANCIALS
NPCE,Healthcare,SECTOR_HEALTHCARE
NPKI,Energy,SECTOR_ENERGY
NPO,Industrials,SECTOR_INDUSTRIALS
NPWR,Industrials,SECTOR_INDUSTRIALS
NQP,Financials,SECTOR_FINANCIALS
NRDS,Communication Services,SECTOR_COMMUNICATION_SERVICES
NRG,Utilities,SECTOR_UTILITIES
NRGV,Utilities,SECTOR_UTILITIES
NRIM,Financials,SECTOR_FINANCIALS
NRIX,Healthcare,SECTOR_HEALTHCARE
NRK,Financials,SECTOR_FINANCIALS
NSIT,Technology,SECTOR_TECHNOLOGY
NSSC,Industrials,SECTOR_INDUSTRIALS
NTAP,Technology,SECTOR_TECHNOLOGY
NTNX,Technology,SECTOR_TECHNOLOGY
NTRA,Healthcare,SECTOR_HEALTHCARE
NTRS,Financials,SECTOR_FINANCIALS
NUTX,Healthcare,SECTOR_HEALTHCARE
NVAX,Healthcare,SECTOR_HEALTHCARE
NVDA,Technology,SECTOR_TECHNOLOGY
NVRI,Industrials,SECTOR_INDUSTRIALS
NVTS,Technology,SECTOR_TECHNOLOGY
NWBI,Financials,SECTOR_FINANCIALS
NWFL,Financials,SECTOR_FINANCIALS
NWPX,Materials,SECTOR_MATERIALS
NXDR,Communication Services,SECTOR_COMMUNICATION_SERVICES
NXJ,Financials,SECTOR_FINANCIALS
NXT,Technology,SECTOR_TECHNOLOGY
NYT,Communication Services,SECTOR_COMMUNICATION_SERVICES
OBT,Financials,SECTOR_FINANCIALS
OCFC,Financials,SECTOR_FINANCIALS
OCGN,Healthcare,SECTOR_HEALTHCARE
OCUL,Healthcare,SECTOR_HEALTHCARE
ODC,Materials,SECTOR_MATERIALS
ODFL,Industrials,SECTOR_INDUSTRIALS
OFG,Financials,SECTOR_FINANCIALS
OFIX,Healthcare,SECTOR_HEALTHCARE
OGN,Healthcare,SECTOR_HEALTHCARE
OII,Energy,SECTOR_ENERGY
OIS,Energy,SECTOR_ENERGY
OKE,Energy,SECTOR_ENERGY
OLLI,Consumer Staples,SECTOR_CONSUMER_STAPLES
OLMA,Healthcare,SECTOR_HEALTHCARE
OMCL,Healthcare,SECTOR_HEALTHCARE
OMER,Healthcare,SECTOR_HEALTHCARE
ONB,Financials,SECTOR_FINANCIALS
ONDS,Technology,SECTOR_TECHNOLOGY
OPCH,Healthcare,SECTOR_HEALTHCARE
OPFI,Financials,SECTOR_FINANCIALS
OPK,Healthcare,SECTOR_HEALTHCARE
OPLN,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
OPY,Financials,SECTOR_FINANCIALS
ORA,Utilities,SECTOR_UTILITIES
ORCL,Technology,SECTOR_TECHNOLOGY
ORI,Financials,SECTOR_FINANCIALS
ORIC,Healthcare,SECTOR_HEALTHCARE
ORKA,Healthcare,SECTOR_HEALTHCARE
ORRF,Financials,SECTOR_FINANCIALS
OSCR,Healthcare,SECTOR_HEALTHCARE
OSIS,Technology,SECTOR_TECHNOLOGY
OUST,Technology,SECTOR_TECHNOLOGY
OVV,Energy,SECTOR_ENERGY
OWL,Financials,SECTOR_FINANCIALS
OZK,Financials,SECTOR_FINANCIALS
PACK,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
PAHC,Healthcare,SECTOR_HEALTHCARE
PANL,Industrials,SECTOR_INDUSTRIALS
PANW,Technology,SECTOR_TECHNOLOGY
PAR,Technology,SECTOR_TECHNOLOGY
PARR,Energy,SECTOR_ENERGY
PATH,Technology,SECTOR_TECHNOLOGY
PAYO,Technology,SECTOR_TECHNOLOGY
PAYX,Technology,SECTOR_TECHNOLOGY
PB,Financials,SECTOR_FINANCIALS
PBI,Industrials,SECTOR_INDUSTRIALS
PCAR,Industrials,SECTOR_INDUSTRIALS
PCB,Financials,SECTOR_FINANCIALS
PCN,Financials,SECTOR_FINANCIALS
PCOR,Technology,SECTOR_TECHNOLOGY
PCRX,Healthcare,SECTOR_HEALTHCARE
PCT,Industrials,SECTOR_INDUSTRIALS
PCVX,Healthcare,SECTOR_HEALTHCARE
PDFS,Technology,SECTOR_TECHNOLOGY
PDT,Financials,SECTOR_FINANCIALS
PEBO,Financials,SECTOR_FINANCIALS
PEGA,Technology,SECTOR_TECHNOLOGY
PEN,Healthcare,SECTOR_HEALTHCARE
PENG,Technology,SECTOR_TECHNOLOGY
PEO,Financials,SECTOR_FINANCIALS
PEPG,Healthcare,SECTOR_HEALTHCARE
PFBC,Financials,SECTOR_FINANCIALS
PFG,Financials,SECTOR_FINANCIALS
PFN,Financials,SECTOR_FINANCIALS
PFS,Financials,SECTOR_FINANCIALS
PFSI,Financials,SECTOR_FINANCIALS
PGY,Technology,SECTOR_TECHNOLOGY
PH,Industrials,SECTOR_INDUSTRIALS
PHAT,Healthcare,SECTOR_HEALTHCARE
PHK,Financials,SECTOR_FINANCIALS
PHM,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
PI,Technology,SECTOR_TECHNOLOGY
PIPR,Financials,SECTOR_FINANCIALS
PJT,Financials,SECTOR_FINANCIALS
PL,Industrials,SECTOR_INDUSTRIALS
PLAB,Technology,SECTOR_TECHNOLOGY
PLAY,Communication Services,SECTOR_COMMUNICATION_SERVICES
PLBC,Financials,SECTOR_FINANCIALS
PLOW,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
PLSE,Healthcare,SECTOR_HEALTHCARE
PLUS,Technology,SECTOR_TECHNOLOGY
PM,Consumer Staples,SECTOR_CONSUMER_STAPLES
PNFP,Financials,SECTOR_FINANCIALS
PNNT,Financials,SECTOR_FINANCIALS
PNW,Utilities,SECTOR_UTILITIES
PODD,Healthcare,SECTOR_HEALTHCARE
POWI,Technology,SECTOR_TECHNOLOGY
POWL,Industrials,SECTOR_INDUSTRIALS
PPC,Consumer Staples,SECTOR_CONSUMER_STAPLES
PPG,Materials,SECTOR_MATERIALS
PPL,Utilities,SECTOR_UTILITIES
PPTA,Materials,SECTOR_MATERIALS
PR,Energy,SECTOR_ENERGY
PRCH,Technology,SECTOR_TECHNOLOGY
PRDO,Consumer Staples,SECTOR_CONSUMER_STAPLES
PRG,Industrials,SECTOR_INDUSTRIALS
PRIM,Industrials,SECTOR_INDUSTRIALS
PRK,Financials,SECTOR_FINANCIALS
PRLB,Industrials,SECTOR_INDUSTRIALS
PRM,Materials,SECTOR_MATERIALS
PRMB,Consumer Staples,SECTOR_CONSUMER_STAPLES
PRME,Healthcare,SECTOR_HEALTHCARE
PRVA,Healthcare,SECTOR_HEALTHCARE
PSIX,Industrials,SECTOR_INDUSTRIALS
PSMT,Consumer Staples,SECTOR_CONSUMER_STAPLES
PSN,Technology,SECTOR_TECHNOLOGY
PSTG,Technology,SECTOR_TECHNOLOGY
PTA,Financials,SECTOR_FINANCIALS
PTGX,Healthcare,SECTOR_HEALTHCARE
PUMP,Energy,SECTOR_ENERGY
PVLA,Healthcare,SECTOR_HEALTHCARE
PWP,Financials,SECTOR_FINANCIALS
PX,Financials,SECTOR_FINANCIALS
PZZA,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
QBTS,Technology,SECTOR_TECHNOLOGY
QCOM,Technology,SECTOR_TECHNOLOGY
QCRH,Financials,SECTOR_FINANCIALS
QTWO,Technology,SECTOR_TECHNOLOGY
QUAD,Industrials,SECTOR_INDUSTRIALS
QUBT,Technology,SECTOR_TECHNOLOGY
RAMP,Technology,SECTOR_TECHNOLOGY
RAPT,Healthcare,SECTOR_HEALTHCARE
RBB,Financials,SECTOR_FINANCIALS
RBC,Industrials,SECTOR_INDUSTRIALS
RBCAA,Financials,SECTOR_FINANCIALS
RBLX,Communication Services,SECTOR_COMMUNICATION_SERVICES
RCAT,Industrials,SECTOR_INDUSTRIALS
RCL,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
RCUS,Healthcare,SECTOR_HEALTHCARE
RDDT,Communication Services,SECTOR_COMMUNICATION_SERVICES
RDN,Financials,SECTOR_FINANCIALS
RDW,Industrials,SECTOR_INDUSTRIALS
REAL,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
REGN,Healthcare,SECTOR_HEALTHCARE
RELY,Technology,SECTOR_TECHNOLOGY
REPX,Energy,SECTOR_ENERGY
REVG,Industrials,SECTOR_INDUSTRIALS
REZI,Industrials,SECTOR_INDUSTRIALS
RF,Financials,SECTOR_FINANCIALS
RGLD,Materials,SECTOR_MATERIALS
RGTI,Technology,SECTOR_TECHNOLOGY
RH,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
RIGL,Healthcare,SECTOR_HEALTHCARE
RIOT,Financials,SECTOR_FINANCIALS
RJF,Financials,SECTOR_FINANCIALS
RKLB,Industrials,SECTOR_INDUSTRIALS
RKT,Financials,SECTOR_FINANCIALS
RL,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
RLAY,Healthcare,SECTOR_HEALTHCARE
RMBS,Technology,SECTOR_TECHNOLOGY
RMNI,Technology,SECTOR_TECHNOLOGY
RMT,Financials,SECTOR_FINANCIALS
RNA,Healthcare,SECTOR_HEALTHCARE
RNST,Financials,SECTOR_FINANCIALS
ROK,Industrials,SECTOR_INDUSTRIALS
ROKU,Communication Services,SECTOR_COMMUNICATION_SERVICES
ROOT,Financials,SECTOR_FINANCIALS
ROST,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
RPM,Materials,SECTOR_MATERIALS
RRBI,Financials,SECTOR_FINANCIALS
RRR,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
RRX,Industrials,SECTOR_INDUSTRIALS
RS,Materials,SECTOR_MATERIALS
RSG,Industrials,SECTOR_INDUSTRIALS
RTX,Industrials,SECTOR_INDUSTRIALS
RUSHA,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
RVLV,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
RVMD,Healthcare,SECTOR_HEALTHCARE
RXRX,Healthcare,SECTOR_HEALTHCARE
RXST,Healthcare,SECTOR_HEALTHCARE
RYAM,Materials,SECTOR_MATERIALS
RYTM,Healthcare,SECTOR_HEALTHCARE
RZLT,Healthcare,SECTOR_HEALTHCARE
SAIA,Industrials,SECTOR_INDUSTRIALS
SAIC,Technology,SECTOR_TECHNOLOGY
SANA,Healthcare,SECTOR_HEALTHCARE
SATL,Industrials,SECTOR_INDUSTRIALS
SATS,Communication Services,SECTOR_COMMUNICATION_SERVICES
SBH,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
SBSI,Financials,SECTOR_FINANCIALS
SBUX,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
SCCO,Materials,SECTOR_MATERIALS
SCHW,Financials,SECTOR_FINANCIALS
SCL,Materials,SECTOR_MATERIALS
SCM,Financials,SECTOR_FINANCIALS
SCSC,Technology,SECTOR_TECHNOLOGY
SEB,Industrials,SECTOR_INDUSTRIALS
SEE,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
SEI,Energy,SECTOR_ENERGY
SEIC,Financials,SECTOR_FINANCIALS
SEMR,Technology,SECTOR_TECHNOLOGY
SENEA,Consumer Staples,SECTOR_CONSUMER_STAPLES
SES,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
SFBS,Financials,SECTOR_FINANCIALS
SFST,Financials,SECTOR_FINANCIALS
SG,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
SGHT,Healthcare,SECTOR_HEALTHCARE
SGI,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
SHAK,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
SHBI,Financials,SECTOR_FINANCIALS
SHC,Healthcare,SECTOR_HEALTHCARE
SHLS,Technology,SECTOR_TECHNOLOGY
SHOO,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
SHW,Materials,SECTOR_MATERIALS
SIMA,Financials,SECTOR_FINANCIALS
SITM,Technology,SECTOR_TECHNOLOGY
SKYT,Technology,SECTOR_TECHNOLOGY
SKYW,Industrials,SECTOR_INDUSTRIALS
SLGN,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
SLM,Financials,SECTOR_FINANCIALS
SLNO,Healthcare,SECTOR_HEALTHCARE
SLP,Healthcare,SECTOR_HEALTHCARE
SM,Energy,SECTOR_ENERGY
SMBC,Financials,SECTOR_FINANCIALS
SMBK,Financials,SECTOR_FINANCIALS
SMG,Materials,SECTOR_MATERIALS
SMP,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
SMPL,Consumer Staples,SECTOR_CONSUMER_STAPLES
SMR,Industrials,SECTOR_INDUSTRIALS
SNA,Industrials,SECTOR_INDUSTRIALS
SNAP,Communication Services,SECTOR_COMMUNICATION_SERVICES
SNDA,Healthcare,SECTOR_HEALTHCARE
SNOW,Technology,SECTOR_TECHNOLOGY
SNPS,Technology,SECTOR_TECHNOLOGY
SO,Utilities,SECTOR_UTILITIES
SOFI,Financials,SECTOR_FINANCIALS
SONO,Technology,SECTOR_TECHNOLOGY
SOUN,Technology,SECTOR_TECHNOLOGY
SPFI,Financials,SECTOR_FINANCIALS
SPGI,Financials,SECTOR_FINANCIALS
SPH,Utilities,SECTOR_UTILITIES
SPHR,Communication Services,SECTOR_COMMUNICATION_SERVICES
SPIR,Industrials,SECTOR_INDUSTRIALS
SPRY,Healthcare,SECTOR_HEALTHCARE
SPXC,Industrials,SECTOR_INDUSTRIALS
SR,Utilities,SECTOR_UTILITIES
SRCE,Financials,SECTOR_FINANCIALS
SSB,Financials,SECTOR_FINANCIALS
SSD,Materials,SECTOR_MATERIALS
SSII,Healthcare,SECTOR_HEALTHCARE
SSRM,Materials,SECTOR_MATERIALS
SSTK,Communication Services,SECTOR_COMMUNICATION_SERVICES
STAA,Healthcare,SECTOR_HEALTHCARE
STBA,Financials,SECTOR_FINANCIALS
STEP,Financials,SECTOR_FINANCIALS
STEW,Financials,SECTOR_FINANCIALS
STGW,Communication Services,SECTOR_COMMUNICATION_SERVICES
STK,Financials,SECTOR_FINANCIALS
STKL,Consumer Staples,SECTOR_CONSUMER_STAPLES
STRA,Consumer Staples,SECTOR_CONSUMER_STAPLES
STRL,Industrials,SECTOR_INDUSTRIALS
STX,Technology,SECTOR_TECHNOLOGY
STZ,Consumer Staples,SECTOR_CONSUMER_STAPLES
SUPN,Healthcare,SECTOR_HEALTHCARE
SVRA,Healthcare,SECTOR_HEALTHCARE
SWIM,Industrials,SECTOR_INDUSTRIALS
SWKS,Technology,SECTOR_TECHNOLOGY
SXC,Materials,SECTOR_MATERIALS
SXI,Industrials,SECTOR_INDUSTRIALS
SYF,Financials,SECTOR_FINANCIALS
SYK,Healthcare,SECTOR_HEALTHCARE
T,Communication Services,SECTOR_COMMUNICATION_SERVICES
TALK,Healthcare,SECTOR_HEALTHCARE
TAP,Consumer Staples,SECTOR_CONSUMER_STAPLES
TARS,Healthcare,SECTOR_HEALTHCARE
TASK,Technology,SECTOR_TECHNOLOGY
TBBK,Financials,SECTOR_FINANCIALS
TBPH,Healthcare,SECTOR_HEALTHCARE
TBRG,Healthcare,SECTOR_HEALTHCARE
TCBI,Financials,SECTOR_FINANCIALS
TCBK,Financials,SECTOR_FINANCIALS
TCBX,Financials,SECTOR_FINANCIALS
TCPC,Financials,SECTOR_FINANCIALS
TDG,Industrials,SECTOR_INDUSTRIALS
TDUP,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
TDW,Energy,SECTOR_ENERGY
TDY,Technology,SECTOR_TECHNOLOGY
TE,Industrials,SECTOR_INDUSTRIALS
TEAM,Technology,SECTOR_TECHNOLOGY
TER,Technology,SECTOR_TECHNOLOGY
TERN,Healthcare,SECTOR_HEALTHCARE
TEX,Industrials,SECTOR_INDUSTRIALS
TFC,Financials,SECTOR_FINANCIALS
TFSL,Financials,SECTOR_FINANCIALS
TGTX,Healthcare,SECTOR_HEALTHCARE
THC,Healthcare,SECTOR_HEALTHCARE
THFF,Financials,SECTOR_FINANCIALS
THO,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
THR,Industrials,SECTOR_INDUSTRIALS
THW,Financials,SECTOR_FINANCIALS
TILE,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
TMO,Healthcare,SECTOR_HEALTHCARE
TMUS,Communication Services,SECTOR_COMMUNICATION_SERVICES
TNC,Industrials,SECTOR_INDUSTRIALS
TNDM,Healthcare,SECTOR_HEALTHCARE
TNET,Industrials,SECTOR_INDUSTRIALS
TNGX,Healthcare,SECTOR_HEALTHCARE
TNL,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
TOST,Technology,SECTOR_TECHNOLOGY
TPB,Consumer Staples,SECTOR_CONSUMER_STAPLES
TPC,Industrials,SECTOR_INDUSTRIALS
TPG,Financials,SECTOR_FINANCIALS
TPL,Energy,SECTOR_ENERGY
TPR,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
TRDA,Healthcare,SECTOR_HEALTHCARE
TREE,Financials,SECTOR_FINANCIALS
TREX,Industrials,SECTOR_INDUSTRIALS
TRIP,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
TRMB,Technology,SECTOR_TECHNOLOGY
TRMK,Financials,SECTOR_FINANCIALS
TRN,Industrials,SECTOR_INDUSTRIALS
TROX,Materials,SECTOR_MATERIALS
TRST,Financials,SECTOR_FINANCIALS
TRV,Financials,SECTOR_FINANCIALS
TRVI,Healthcare,SECTOR_HEALTHCARE
TSBK,Financials,SECTOR_FINANCIALS
TSHA,Healthcare,SECTOR_HEALTHCARE
TSLA,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
TTC,Industrials,SECTOR_INDUSTRIALS
TTD,Communication Services,SECTOR_COMMUNICATION_SERVICES
TTEK,Industrials,SECTOR_INDUSTRIALS
TTI,Industrials,SECTOR_INDUSTRIALS
TTMI,Technology,SECTOR_TECHNOLOGY
TVTX,Healthcare,SECTOR_HEALTHCARE
TW,Financials,SECTOR_FINANCIALS
TWLO,Technology,SECTOR_TECHNOLOGY
TWN,Financials,SECTOR_FINANCIALS
TWST,Healthcare,SECTOR_HEALTHCARE
TXG,Healthcare,SECTOR_HEALTHCARE
TXN,Technology,SECTOR_TECHNOLOGY
TXNM,Utilities,SECTOR_UTILITIES
TXRH,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
TYRA,Healthcare,SECTOR_HEALTHCARE
UA,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
UAL,Industrials,SECTOR_INDUSTRIALS
UAMY,Materials,SECTOR_MATERIALS
UBER,Technology,SECTOR_TECHNOLOGY
UBSI,Financials,SECTOR_FINANCIALS
UCB,Financials,SECTOR_FINANCIALS
UCTT,Technology,SECTOR_TECHNOLOGY
UEC,Energy,SECTOR_ENERGY
UHAL,Industrials,SECTOR_INDUSTRIALS
UHS,Healthcare,SECTOR_HEALTHCARE
UI,Technology,SECTOR_TECHNOLOGY
ULCC,Industrials,SECTOR_INDUSTRIALS
ULTA,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
UNFI,Consumer Staples,SECTOR_CONSUMER_STAPLES
UNP,Industrials,SECTOR_INDUSTRIALS
UNTY,Financials,SECTOR_FINANCIALS
UPST,Financials,SECTOR_FINANCIALS
UPWK,Communication Services,SECTOR_COMMUNICATION_SERVICES
URBN,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
URI,Industrials,SECTOR_INDUSTRIALS
USB,Financials,SECTOR_FINANCIALS
USCB,Financials,SECTOR_FINANCIALS
USFD,Consumer Staples,SECTOR_CONSUMER_STAPLES
USLM,Materials,SECTOR_MATERIALS
UTG,Financials,SECTOR_FINANCIALS
UTHR,Healthcare,SECTOR_HEALTHCARE
UTI,Consumer Staples,SECTOR_CONSUMER_STAPLES
UTL,Utilities,SECTOR_UTILITIES
UUUU,Energy,SECTOR_ENERGY
UVE,Financials,SECTOR_FINANCIALS
UVSP,Financials,SECTOR_FINANCIALS
UVV,Consumer Staples,SECTOR_CONSUMER_STAPLES
V,Financials,SECTOR_FINANCIALS
VAC,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
VC,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
VCEL,Healthcare,SECTOR_HEALTHCARE
VCV,Financials,SECTOR_FINANCIALS
VEL,Financials,SECTOR_FINANCIALS
VERA,Healthcare,SECTOR_HEALTHCARE
VFF,Consumer Staples,SECTOR_CONSUMER_STAPLES
VHI,Materials,SECTOR_MATERIALS
VIA,Technology,SECTOR_TECHNOLOGY
VIAV,Technology,SECTOR_TECHNOLOGY
VICR,Technology,SECTOR_TECHNOLOGY
VITL,Consumer Staples,SECTOR_CONSUMER_STAPLES
VKTX,Healthcare,SECTOR_HEALTHCARE
VLO,Energy,SECTOR_ENERGY
VLY,Financials,SECTOR_FINANCIALS
VMC,Materials,SECTOR_MATERIALS
VMD,Healthcare,SECTOR_HEALTHCARE
VNT,Technology,SECTOR_TECHNOLOGY
VRDN,Healthcare,SECTOR_HEALTHCARE
VRT,Industrials,SECTOR_INDUSTRIALS
VRTS,Financials,SECTOR_FINANCIALS
VSCO,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
VSEC,Industrials,SECTOR_INDUSTRIALS
VST,Utilities,SECTOR_UTILITIES
VSTM,Healthcare,SECTOR_HEALTHCARE
VTOL,Energy,SECTOR_ENERGY
VTRS,Healthcare,SECTOR_HEALTHCARE
VTYX,Healthcare,SECTOR_HEALTHCARE
VVV,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
VYX,Technology,SECTOR_TECHNOLOGY
W,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
WAB,Industrials,SECTOR_INDUSTRIALS
WABC,Financials,SECTOR_FINANCIALS
WAFD,Financials,SECTOR_FINANCIALS
WAT,Healthcare,SECTOR_HEALTHCARE
WBD,Communication Services,SECTOR_COMMUNICATION_SERVICES
WD,Financials,SECTOR_FINANCIALS
WDAY,Technology,SECTOR_TECHNOLOGY
WDC,Technology,SECTOR_TECHNOLOGY
WEAV,Healthcare,SECTOR_HEALTHCARE
WEX,Technology,SECTOR_TECHNOLOGY
WFC,Financials,SECTOR_FINANCIALS
WGS,Healthcare,SECTOR_HEALTHCARE
WH,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
WINA,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
WING,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
WLDN,Industrials,SECTOR_INDUSTRIALS
WLFC,Industrials,SECTOR_INDUSTRIALS
WM,Industrials,SECTOR_INDUSTRIALS
WMB,Energy,SECTOR_ENERGY
WMG,Communication Services,SECTOR_COMMUNICATION_SERVICES
WMS,Industrials,SECTOR_INDUSTRIALS
WMT,Consumer Staples,SECTOR_CONSUMER_STAPLES
WNC,Industrials,SECTOR_INDUSTRIALS
WOLF,Technology,SECTOR_TECHNOLOGY
WOOF,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
WOR,Industrials,SECTOR_INDUSTRIALS
WRBY,Healthcare,SECTOR_HEALTHCARE
WRLD,Financials,SECTOR_FINANCIALS
WS,Materials,SECTOR_MATERIALS
WSBC,Financials,SECTOR_FINANCIALS
WSFS,Financials,SECTOR_FINANCIALS
WSM,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
WT,Financials,SECTOR_FINANCIALS
WTS,Industrials,SECTOR_INDUSTRIALS
WULF,Financials,SECTOR_FINANCIALS
WYNN,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
XERS,Healthcare,SECTOR_HEALTHCARE
XMTR,Industrials,SECTOR_INDUSTRIALS
XNCR,Healthcare,SECTOR_HEALTHCARE
XPO,Industrials,SECTOR_INDUSTRIALS
XPRO,Energy,SECTOR_ENERGY
XYL,Industrials,SECTOR_INDUSTRIALS
YOU,Technology,SECTOR_TECHNOLOGY
Z,Communication Services,SECTOR_COMMUNICATION_SERVICES
ZBRA,Technology,SECTOR_TECHNOLOGY
ZUMZ,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY
ZURA,Healthcare,SECTOR_HEALTHCARE
ZVRA,Healthcare,SECTOR_HEALTHCARE
