ticker,sector,spider_id,batch,batch_name,total_trades,winning_trades,losing_trades,win_rate_pct,profit_factor,expectancy_r,net_pnl_usd,net_return_pct,gross_wins_usd,gross_losses_usd,avg_win_pct,avg_loss_pct,best_trade_pct,worst_trade_pct,avg_hold_days,stage6_entries,stage7_entries
VEL,Financials,SECTOR_FINANCIALS,B1,Batch 1 — 2022 to 2023,7,4,3,57.14,1.9936,0.3355,260.09,2.6009,521.86,261.77,9.2641,-8.6168,20.4691,-9.3505,11.4,0,7
ABCB,Financials,SECTOR_FINANCIALS,B1,Batch 1 — 2022 to 2023,9,3,6,33.33,1.7133,0.3353,269.84,2.6984,648.12,378.28,17.1022,-4.2687,23.068,-7.2464,15.9,0,9
RKLB,Industrials,SECTOR_INDUSTRIALS,B1,Batch 1 — 2022 to 2023,6,3,3,50.0,1.6122,0.3323,189.23,1.8923,498.34,309.11,15.142,-11.4271,23.0599,-12.1326,24.0,1,5
MTW,Industrials,SECTOR_INDUSTRIALS,B1,Batch 1 — 2022 to 2023,9,4,5,44.44,1.601,0.332,274.41,2.7441,730.97,456.56,16.3549,-7.4394,51.5556,-10.7383,16.4,1,8
MSTR,Technology,SECTOR_TECHNOLOGY,B1,Batch 1 — 2022 to 2023,10,5,5,50.0,1.5788,0.3317,266.13,2.6613,725.92,459.79,16.6719,-12.9264,24.0106,-17.1338,16.5,0,10
OMCL,Healthcare,SECTOR_HEALTHCARE,B1,Batch 1 — 2022 to 2023,4,1,3,25.0,1.1522,0.3311,45.12,0.4512,341.53,296.41,37.4883,-8.0332,37.4883,-8.4481,31.0,2,2
FOF,Financials,SECTOR_FINANCIALS,B1,Batch 1 — 2022 to 2023,4,2,2,50.0,1.6634,0.3307,132.22,1.3222,331.53,199.31,6.795,-4.166,8.9804,-5.2057,52.2,0,4
AWI,Industrials,SECTOR_INDUSTRIALS,B1,Batch 1 — 2022 to 2023,7,2,5,28.57,1.4032,0.3288,220.91,2.2091,768.85,547.94,18.2457,-5.221,23.8601,-6.954,22.1,1,6
IONQ,Technology,SECTOR_TECHNOLOGY,B1,Batch 1 — 2022 to 2023,9,3,6,33.33,1.8654,0.3272,313.85,3.1385,676.51,362.66,26.0832,-8.4934,48.0438,-14.3121,21.6,1,8
TPR,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY,B1,Batch 1 — 2022 to 2023,7,3,4,42.86,1.5148,0.3265,216.39,2.1639,636.72,420.33,13.5878,-7.5249,19.5469,-9.7949,18.9,0,7
ACIW,Technology,SECTOR_TECHNOLOGY,B1,Batch 1 — 2022 to 2023,7,2,5,28.57,1.4843,0.3248,249.08,2.4908,763.38,514.3,26.0937,-5.7447,28.4932,-6.7069,13.4,0,7
CTS,Technology,SECTOR_TECHNOLOGY,B1,Batch 1 — 2022 to 2023,1,1,0,100.0,inf,0.3244,35.51,0.3551,35.51,0.0,1.6215,0.0,1.6215,1.6215,16.0,0,1
SATS,Communication Services,SECTOR_COMMUNICATION_SERVICES,B1,Batch 1 — 2022 to 2023,7,3,4,42.86,1.4776,0.3234,156.23,1.5623,483.36,327.13,14.5709,-5.5424,18.6154,-7.5288,32.4,0,7
CCO,Communication Services,SECTOR_COMMUNICATION_SERVICES,B1,Batch 1 — 2022 to 2023,7,3,4,42.86,1.62,0.3225,245.67,2.4567,641.89,396.22,29.3637,-14.3531,46.7742,-17.6721,23.9,1,6
MDXG,Healthcare,SECTOR_HEALTHCARE,B1,Batch 1 — 2022 to 2023,8,4,4,50.0,1.983,0.3222,275.59,2.7559,555.94,280.35,14.932,-8.1561,31.6716,-12.6822,17.5,0,8
AGD,Financials,SECTOR_FINANCIALS,B1,Batch 1 — 2022 to 2023,6,3,3,50.0,1.7715,0.322,223.36,2.2336,512.87,289.51,5.9706,-3.175,10.0437,-3.5045,26.8,0,6
GHC,Consumer Staples,SECTOR_CONSUMER_STAPLES,B1,Batch 1 — 2022 to 2023,8,4,4,50.0,1.7678,0.3214,221.03,2.2103,508.89,287.86,6.0217,-2.7892,12.9516,-3.4133,14.1,0,8
IRON,Healthcare,SECTOR_HEALTHCARE,B1,Batch 1 — 2022 to 2023,8,2,6,25.0,1.8083,0.3188,285.84,2.8584,639.45,353.61,45.2542,-7.6062,84.7222,-15.7059,15.1,0,8
HALO,Healthcare,SECTOR_HEALTHCARE,B1,Batch 1 — 2022 to 2023,8,4,4,50.0,1.7623,0.3185,284.52,2.8452,657.76,373.24,11.1122,-6.9304,14.7297,-8.4383,14.8,0,8
PRK,Financials,SECTOR_FINANCIALS,B1,Batch 1 — 2022 to 2023,10,4,6,40.0,1.3438,0.3165,198.58,1.9858,776.17,577.59,11.4107,-5.2897,14.3167,-14.4124,11.0,0,10
AAPL,Technology,SECTOR_TECHNOLOGY,B1,Batch 1 — 2022 to 2023,13,7,6,53.85,2.1672,0.3161,409.23,4.0923,759.85,350.62,4.8298,-2.7634,11.5503,-7.2473,11.3,0,13
GXO,Industrials,SECTOR_INDUSTRIALS,B1,Batch 1 — 2022 to 2023,7,4,3,57.14,2.7865,0.3149,205.93,2.0593,321.2,115.27,6.952,-2.4919,18.7427,-3.4321,17.6,0,7
WFC,Financials,SECTOR_FINANCIALS,B1,Batch 1 — 2022 to 2023,8,4,4,50.0,1.6971,0.3147,249.37,2.4937,607.1,357.73,7.1607,-5.0709,14.0121,-7.3156,20.0,0,8
GPI,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY,B1,Batch 1 — 2022 to 2023,9,5,4,55.56,2.4615,0.3128,280.5,2.805,472.43,191.93,7.0336,-3.4181,14.4104,-3.6145,12.6,0,9
UPWK,Communication Services,SECTOR_COMMUNICATION_SERVICES,B1,Batch 1 — 2022 to 2023,6,2,4,33.33,1.5352,0.3128,185.93,1.8593,533.36,347.43,27.436,-10.0444,51.2793,-13.3378,23.5,0,6
ALNY,Healthcare,SECTOR_HEALTHCARE,B1,Batch 1 — 2022 to 2023,9,2,7,22.22,1.6496,0.3115,277.9,2.779,705.71,427.81,29.4996,-3.9134,51.5824,-7.7692,15.7,0,9
AXL,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY,B1,Batch 1 — 2022 to 2023,9,5,4,55.56,2.2483,0.3103,271.24,2.7124,488.52,217.28,8.5994,-4.9899,21.7784,-10.4282,12.9,0,9
TALK,Healthcare,SECTOR_HEALTHCARE,B1,Batch 1 — 2022 to 2023,8,3,5,37.5,1.9178,0.3082,290.39,2.9039,606.78,316.39,24.9646,-11.8395,51.4393,-20.8182,28.8,0,8
ONDS,Technology,SECTOR_TECHNOLOGY,B1,Batch 1 — 2022 to 2023,7,2,5,28.57,1.5441,0.3076,277.29,2.7729,786.93,509.64,82.1997,-16.0755,147.2613,-19.569,16.1,1,6
BDC,Technology,SECTOR_TECHNOLOGY,B1,Batch 1 — 2022 to 2023,11,6,5,54.55,1.8357,0.3075,353.47,3.5347,776.43,422.96,7.5555,-4.865,14.1212,-7.3809,14.7,1,10
LINC,Consumer Staples,SECTOR_CONSUMER_STAPLES,B1,Batch 1 — 2022 to 2023,7,3,4,42.86,1.6105,0.3063,214.23,2.1423,565.12,350.89,13.758,-7.0292,26.2537,-10.9976,9.4,0,7
PUMP,Energy,SECTOR_ENERGY,B1,Batch 1 — 2022 to 2023,4,2,2,50.0,1.6045,0.3055,120.57,1.2057,320.04,199.47,16.4616,-10.2924,20.7959,-10.4708,15.8,0,4
GLAD,Financials,SECTOR_FINANCIALS,B1,Batch 1 — 2022 to 2023,8,3,5,37.5,1.5788,0.3054,191.49,1.9149,522.32,330.83,6.9119,-2.7159,9.9372,-5.5402,21.2,0,8
BAX,Healthcare,SECTOR_HEALTHCARE,B1,Batch 1 — 2022 to 2023,3,1,2,33.33,1.4445,0.3041,88.35,0.8835,287.13,198.78,15.9535,-4.9599,15.9535,-5.0839,47.0,1,2
QTWO,Technology,SECTOR_TECHNOLOGY,B1,Batch 1 — 2022 to 2023,6,3,3,50.0,1.5909,0.3029,178.84,1.7884,481.49,302.65,13.5894,-10.7237,27.8942,-12.692,24.0,0,6
AMSC,Industrials,SECTOR_INDUSTRIALS,B1,Batch 1 — 2022 to 2023,10,5,5,50.0,1.6401,0.3014,303.81,3.0381,778.42,474.61,17.9446,-10.7664,38.835,-13.7832,8.7,0,10
LFST,Healthcare,SECTOR_HEALTHCARE,B1,Batch 1 — 2022 to 2023,5,3,2,60.0,2.9051,0.3006,170.2,1.702,259.54,89.34,8.8554,-7.3857,12.2754,-13.9831,19.4,0,5
APG,Industrials,SECTOR_INDUSTRIALS,B1,Batch 1 — 2022 to 2023,10,5,5,50.0,1.8123,0.3003,321.98,3.2198,718.36,396.38,8.1306,-4.4611,15.2363,-6.8931,15.8,0,10
IEX,Industrials,SECTOR_INDUSTRIALS,B1,Batch 1 — 2022 to 2023,8,4,4,50.0,1.7422,0.2994,247.08,2.4708,580.0,332.92,6.5941,-3.5004,11.3082,-5.183,16.4,1,7
SXI,Industrials,SECTOR_INDUSTRIALS,B1,Batch 1 — 2022 to 2023,10,6,4,60.0,2.0051,0.2989,316.37,3.1637,631.12,314.75,5.6363,-4.056,14.033,-4.8588,12.2,0,10
MA,Financials,SECTOR_FINANCIALS,B1,Batch 1 — 2022 to 2023,10,7,3,70.0,3.586,0.2986,282.42,2.8242,391.63,109.21,2.6721,-1.1485,11.0762,-3.1917,13.4,0,10
MANH,Technology,SECTOR_TECHNOLOGY,B1,Batch 1 — 2022 to 2023,10,6,4,60.0,2.0674,0.2968,295.18,2.9518,571.71,276.53,5.6644,-2.8396,13.9871,-4.7499,12.2,0,10
NATR,Consumer Staples,SECTOR_CONSUMER_STAPLES,B1,Batch 1 — 2022 to 2023,6,2,4,33.33,2.0647,0.2961,157.74,1.5774,305.89,148.15,13.9715,-3.2001,18.9732,-8.6134,19.8,0,6
DYN,Healthcare,SECTOR_HEALTHCARE,B1,Batch 1 — 2022 to 2023,11,3,8,27.27,2.1223,0.2948,323.14,3.2314,611.06,287.92,33.5237,-5.0608,63.9553,-15.7866,14.3,2,9
JBL,Technology,SECTOR_TECHNOLOGY,B1,Batch 1 — 2022 to 2023,13,6,7,46.15,1.9573,0.294,362.45,3.6245,741.08,378.63,6.4116,-2.785,20.3645,-4.9006,10.5,0,13
PATH,Technology,SECTOR_TECHNOLOGY,B1,Batch 1 — 2022 to 2023,7,2,5,28.57,1.5042,0.2936,220.34,2.2034,657.33,436.99,31.9474,-11.858,38.1868,-15.1725,25.9,0,7
URI,Industrials,SECTOR_INDUSTRIALS,B1,Batch 1 — 2022 to 2023,13,6,7,46.15,1.9298,0.2924,369.4,3.694,766.71,397.31,9.8239,-3.8661,16.2713,-7.6298,10.8,0,13
INCY,Healthcare,SECTOR_HEALTHCARE,B1,Batch 1 — 2022 to 2023,2,1,1,50.0,1.3308,0.2917,60.3,0.603,242.58,182.28,10.8438,-6.7633,10.8438,-6.7633,30.0,0,2
SHOO,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY,B1,Batch 1 — 2022 to 2023,6,3,3,50.0,1.6699,0.29,190.6,1.906,475.14,284.54,11.0083,-5.471,16.6667,-5.7597,22.2,0,6
KOD,Healthcare,SECTOR_HEALTHCARE,B1,Batch 1 — 2022 to 2023,4,1,3,25.0,1.4455,0.29,210.22,2.1022,682.08,471.86,132.2835,-26.5374,132.2835,-47.9381,78.0,1,3
CARR,Industrials,SECTOR_INDUSTRIALS,B1,Batch 1 — 2022 to 2023,9,3,6,33.33,1.693,0.2896,341.11,3.4111,833.33,492.22,13.9178,-4.2194,30.3023,-6.4185,14.1,0,9
SYF,Financials,SECTOR_FINANCIALS,B1,Batch 1 — 2022 to 2023,8,3,5,37.5,1.4735,0.2875,144.11,1.4411,448.45,304.34,9.9331,-5.0665,20.3924,-8.2785,15.5,0,8
FSTR,Industrials,SECTOR_INDUSTRIALS,B1,Batch 1 — 2022 to 2023,12,6,6,50.0,1.6772,0.2861,280.4,2.804,694.45,414.05,8.4717,-5.5925,19.7368,-8.4249,10.1,0,12
CALY,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY,B1,Batch 1 — 2022 to 2023,6,3,3,50.0,1.6235,0.2854,188.07,1.8807,489.72,301.65,12.8269,-8.3926,19.7059,-10.8557,29.8,0,6
CECO,Industrials,SECTOR_INDUSTRIALS,B1,Batch 1 — 2022 to 2023,12,4,8,33.33,1.5034,0.2843,314.33,3.1433,938.75,624.42,19.6492,-6.4802,56.677,-9.177,9.7,0,12
EBC,Financials,SECTOR_FINANCIALS,B1,Batch 1 — 2022 to 2023,4,2,2,50.0,1.2615,0.2834,63.62,0.6362,306.91,243.29,9.4909,-8.8646,11.7834,-9.1898,24.5,0,4
AMP,Financials,SECTOR_FINANCIALS,B1,Batch 1 — 2022 to 2023,11,7,4,63.64,2.3276,0.2814,327.0,3.27,573.3,246.3,4.5102,-3.5441,9.5483,-4.9436,11.3,0,11
CMPX,Healthcare,SECTOR_HEALTHCARE,B1,Batch 1 — 2022 to 2023,3,1,2,33.33,2.4048,0.2796,89.26,0.8926,152.8,63.54,22.8571,-5.4813,22.8571,-6.3025,7.7,0,3
NBHC,Financials,SECTOR_FINANCIALS,B1,Batch 1 — 2022 to 2023,7,3,4,42.86,1.5119,0.2776,200.06,2.0006,590.85,390.79,10.7998,-6.6177,14.9846,-8.513,16.0,0,7
BRO,Financials,SECTOR_FINANCIALS,B1,Batch 1 — 2022 to 2023,8,4,4,50.0,1.6189,0.2762,204.89,2.0489,535.94,331.05,5.5499,-3.3861,8.7539,-5.4778,16.4,0,8
DRI,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY,B1,Batch 1 — 2022 to 2023,8,3,5,37.5,1.8872,0.275,248.67,2.4867,528.95,280.28,8.1873,-2.6459,14.6567,-6.184,21.1,0,8
TCBI,Financials,SECTOR_FINANCIALS,B1,Batch 1 — 2022 to 2023,7,3,4,42.86,2.2107,0.2724,191.36,1.9136,349.42,158.06,9.2752,-2.8182,15.6925,-7.2173,14.7,0,7
AIO,Financials,SECTOR_FINANCIALS,B1,Batch 1 — 2022 to 2023,5,3,2,60.0,1.8635,0.2704,154.56,1.5456,333.56,179.0,4.4973,-5.5145,8.3434,-5.6488,48.4,2,3
DOCS,Healthcare,SECTOR_HEALTHCARE,B1,Batch 1 — 2022 to 2023,5,2,3,40.0,1.7907,0.2699,153.95,1.5395,348.65,194.7,14.6935,-8.1708,25.559,-13.9298,26.4,0,5
WDAY,Technology,SECTOR_TECHNOLOGY,B1,Batch 1 — 2022 to 2023,9,4,5,44.44,1.6449,0.2693,240.34,2.4034,612.99,372.65,9.1245,-4.3681,20.2869,-7.8116,20.0,1,8
PODD,Healthcare,SECTOR_HEALTHCARE,B1,Batch 1 — 2022 to 2023,7,4,3,57.14,1.6911,0.2666,160.59,1.6059,392.96,232.37,10.2458,-7.9805,16.8365,-10.5145,32.3,0,7
MNKD,Healthcare,SECTOR_HEALTHCARE,B1,Batch 1 — 2022 to 2023,8,3,5,37.5,1.5213,0.2627,228.65,2.2865,667.26,438.61,21.3322,-8.5755,34.2318,-11.5408,12.9,0,8
T,Communication Services,SECTOR_COMMUNICATION_SERVICES,B1,Batch 1 — 2022 to 2023,8,4,4,50.0,1.729,0.2608,207.98,2.0798,493.28,285.3,5.1734,-2.7196,8.4577,-3.8667,14.5,0,8
MG,Industrials,SECTOR_INDUSTRIALS,B1,Batch 1 — 2022 to 2023,8,4,4,50.0,1.3576,0.2607,128.07,1.2807,486.25,358.18,11.9742,-7.713,25.9934,-9.9029,22.2,0,8
DSP,Technology,SECTOR_TECHNOLOGY,B1,Batch 1 — 2022 to 2023,6,2,4,33.33,1.3185,0.2606,130.26,1.3026,539.24,408.98,35.1788,-11.8672,61.3232,-13.5033,36.0,0,6
HLI,Financials,SECTOR_FINANCIALS,B1,Batch 1 — 2022 to 2023,9,4,5,44.44,1.6806,0.2603,228.1,2.281,563.25,335.15,6.3987,-3.0434,11.7126,-5.702,13.0,0,9
SXC,Materials,SECTOR_MATERIALS,B1,Batch 1 — 2022 to 2023,11,5,6,45.45,2.0225,0.2601,324.82,3.2482,642.5,317.68,7.9696,-3.4518,22.3077,-6.2703,9.5,0,11
ORCL,Technology,SECTOR_TECHNOLOGY,B1,Batch 1 — 2022 to 2023,10,5,5,50.0,1.7927,0.2597,290.99,2.9099,658.1,367.11,5.5096,-4.0845,13.0714,-7.1571,17.2,0,10
SWKS,Technology,SECTOR_TECHNOLOGY,B1,Batch 1 — 2022 to 2023,8,3,5,37.5,1.6377,0.2568,240.85,2.4085,618.52,377.67,13.3087,-5.1809,23.2216,-7.3596,20.4,1,7
NYT,Communication Services,SECTOR_COMMUNICATION_SERVICES,B1,Batch 1 — 2022 to 2023,10,4,6,40.0,1.7684,0.2567,278.84,2.7884,641.73,362.89,7.8067,-3.7317,11.3491,-7.2777,11.5,1,9
NIC,Financials,SECTOR_FINANCIALS,B1,Batch 1 — 2022 to 2023,7,4,3,57.14,1.5816,0.2563,121.8,1.218,331.22,209.42,6.2031,-3.8514,14.7419,-5.4995,12.1,0,7
AL,Industrials,SECTOR_INDUSTRIALS,B1,Batch 1 — 2022 to 2023,7,4,3,57.14,1.6204,0.2558,140.69,1.4069,367.46,226.77,5.9868,-5.4866,10.314,-8.6732,20.3,0,7
BKR,Energy,SECTOR_ENERGY,B1,Batch 1 — 2022 to 2023,7,2,5,28.57,2.6367,0.2545,206.27,2.0627,332.3,126.03,10.334,-1.5333,10.4647,-3.6436,10.7,0,7
MAX,Communication Services,SECTOR_COMMUNICATION_SERVICES,B1,Batch 1 — 2022 to 2023,9,3,6,33.33,1.525,0.2513,246.74,2.4674,716.75,470.01,23.8144,-8.4289,24.9084,-11.9382,17.7,0,9
MELI,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY,B1,Batch 1 — 2022 to 2023,8,2,6,25.0,1.3737,0.2512,149.59,1.4959,549.92,400.33,31.668,-5.3544,54.2384,-13.8065,25.1,0,8
VVV,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY,B1,Batch 1 — 2022 to 2023,9,5,4,55.56,1.713,0.25,220.46,2.2046,529.65,309.19,5.2317,-4.3441,13.4534,-6.3143,14.2,0,9
FFA,Financials,SECTOR_FINANCIALS,B1,Batch 1 — 2022 to 2023,5,3,2,60.0,1.8285,0.2488,124.04,1.2404,273.76,149.72,3.4641,-2.8495,6.501,-4.3802,40.4,1,4
BKE,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY,B1,Batch 1 — 2022 to 2023,8,3,5,37.5,1.5337,0.245,214.03,2.1403,615.06,401.03,14.7283,-4.4922,22.7577,-5.5898,17.5,0,8
AXP,Financials,SECTOR_FINANCIALS,B1,Batch 1 — 2022 to 2023,8,4,4,50.0,1.4612,0.2444,165.84,1.6584,525.44,359.6,6.1796,-5.9248,11.0815,-6.6798,16.5,0,8
RTX,Industrials,SECTOR_INDUSTRIALS,B1,Batch 1 — 2022 to 2023,7,2,5,28.57,1.7354,0.2424,190.06,1.9006,448.52,258.46,10.3384,-1.9281,14.8456,-3.5759,15.9,0,7
MMS,Industrials,SECTOR_INDUSTRIALS,B1,Batch 1 — 2022 to 2023,9,5,4,55.56,1.6181,0.2412,193.87,1.9387,507.54,313.67,4.9965,-3.4066,13.2844,-5.2464,11.1,0,9
CDRE,Industrials,SECTOR_INDUSTRIALS,B1,Batch 1 — 2022 to 2023,5,3,2,60.0,1.4906,0.2402,97.59,0.9759,296.49,198.9,5.9833,-6.0062,6.8769,-6.2665,18.6,0,5
MDB,Technology,SECTOR_TECHNOLOGY,B1,Batch 1 — 2022 to 2023,9,3,6,33.33,1.6223,0.2392,247.21,2.4721,644.48,397.27,24.4071,-8.6342,56.1495,-14.3874,16.9,0,9
FTAI,Industrials,SECTOR_INDUSTRIALS,B1,Batch 1 — 2022 to 2023,11,5,6,45.45,1.5915,0.239,260.33,2.6033,700.42,440.09,11.7736,-6.7674,35.4968,-10.7684,19.7,0,11
MAIN,Financials,SECTOR_FINANCIALS,B1,Batch 1 — 2022 to 2023,10,5,5,50.0,1.6434,0.2385,233.27,2.3327,595.81,362.54,4.2178,-2.8031,10.0203,-5.5827,14.5,0,10
BGC,Financials,SECTOR_FINANCIALS,B1,Batch 1 — 2022 to 2023,12,7,5,58.33,1.8795,0.233,250.71,2.5071,535.77,285.06,6.6019,-4.3824,19.764,-6.7553,12.8,1,11
GTES,Industrials,SECTOR_INDUSTRIALS,B1,Batch 1 — 2022 to 2023,8,5,3,62.5,1.6232,0.2328,174.51,1.7451,454.54,280.03,5.0955,-4.5768,11.5315,-6.043,16.9,1,7
GHM,Industrials,SECTOR_INDUSTRIALS,B1,Batch 1 — 2022 to 2023,10,5,5,50.0,1.5933,0.2323,231.06,2.3106,620.54,389.48,12.9023,-6.4344,30.3588,-8.9998,10.3,0,10
HRI,Industrials,SECTOR_INDUSTRIALS,B1,Batch 1 — 2022 to 2023,8,3,5,37.5,1.7007,0.2316,169.4,1.694,411.16,241.76,11.2385,-4.2223,23.0885,-9.7222,17.5,1,7
PCT,Industrials,SECTOR_INDUSTRIALS,B1,Batch 1 — 2022 to 2023,7,3,4,42.86,1.3244,0.2312,139.99,1.3999,571.48,431.49,27.2701,-18.1643,53.7681,-31.0139,24.6,1,6
GS,Financials,SECTOR_FINANCIALS,B1,Batch 1 — 2022 to 2023,9,4,5,44.44,1.5021,0.23,234.26,2.3426,700.84,466.58,9.566,-4.5256,15.2359,-6.0119,15.0,0,9
AMRC,Industrials,SECTOR_INDUSTRIALS,B1,Batch 1 — 2022 to 2023,6,2,4,33.33,1.8363,0.2288,184.08,1.8408,404.2,220.12,18.6332,-7.1019,18.8648,-14.4528,15.8,1,5
ROOT,Financials,SECTOR_FINANCIALS,B1,Batch 1 — 2022 to 2023,6,1,5,16.67,1.4108,0.2252,185.18,1.8518,635.91,450.73,85.4545,-14.7106,85.4545,-18.9166,20.0,1,5
EXLS,Technology,SECTOR_TECHNOLOGY,B1,Batch 1 — 2022 to 2023,2,1,1,50.0,1.1642,0.2249,16.29,0.1629,115.5,99.21,6.0806,-4.2638,6.0806,-4.2638,12.5,0,2
MTDR,Energy,SECTOR_ENERGY,B1,Batch 1 — 2022 to 2023,4,4,0,100.0,inf,0.2243,88.16,0.8816,88.16,0.0,1.7724,0.0,5.5208,0.188,15.5,0,4
SOFI,Financials,SECTOR_FINANCIALS,B1,Batch 1 — 2022 to 2023,7,2,5,28.57,1.5369,0.224,156.15,1.5615,447.0,290.85,24.5729,-6.4242,31.2621,-11.7209,12.6,0,7
ASAN,Technology,SECTOR_TECHNOLOGY,B1,Batch 1 — 2022 to 2023,4,1,3,25.0,1.5136,0.2221,112.38,1.1238,331.2,218.82,48.6129,-9.5072,48.6129,-14.7434,32.0,0,4
LAW,Technology,SECTOR_TECHNOLOGY,B1,Batch 1 — 2022 to 2023,3,1,2,33.33,1.3308,0.221,66.0,0.66,265.54,199.54,29.2645,-12.5701,29.2645,-14.0423,52.7,1,2
DAKT,Technology,SECTOR_TECHNOLOGY,B1,Batch 1 — 2022 to 2023,12,6,6,50.0,1.5426,0.221,289.06,2.8906,821.76,532.7,12.742,-7.767,19.7059,-11.7664,12.6,1,11
RMBS,Technology,SECTOR_TECHNOLOGY,B1,Batch 1 — 2022 to 2023,13,5,8,38.46,1.5755,0.2189,302.5,3.025,828.13,525.63,11.3803,-4.2079,27.3793,-7.399,9.6,0,13
FCNCA,Financials,SECTOR_FINANCIALS,B1,Batch 1 — 2022 to 2023,9,4,5,44.44,1.8023,0.2186,185.67,1.8567,417.09,231.42,8.1599,-3.3855,16.8152,-6.5817,10.9,0,9
RL,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY,B1,Batch 1 — 2022 to 2023,8,4,4,50.0,1.4699,0.2161,168.18,1.6818,526.07,357.89,7.9168,-6.046,18.9508,-8.7944,15.4,0,8
OFIX,Healthcare,SECTOR_HEALTHCARE,B1,Batch 1 — 2022 to 2023,4,2,2,50.0,1.2348,0.2155,68.03,0.6803,357.71,289.68,15.1035,-10.9301,18.4553,-11.9569,75.2,0,4
JOBY,Industrials,SECTOR_INDUSTRIALS,B1,Batch 1 — 2022 to 2023,7,1,6,14.29,1.2641,0.2143,139.97,1.3997,669.98,530.01,70.202,-11.2404,70.202,-17.3001,29.4,0,7
TMO,Healthcare,SECTOR_HEALTHCARE,B1,Batch 1 — 2022 to 2023,8,4,4,50.0,1.9936,0.214,193.34,1.9334,387.92,194.58,5.2106,-2.7733,10.5476,-3.6337,14.4,0,8
INGR,Consumer Staples,SECTOR_CONSUMER_STAPLES,B1,Batch 1 — 2022 to 2023,11,7,4,63.64,2.1277,0.2134,252.72,2.5272,476.83,224.11,2.7142,-2.1703,13.2568,-4.4188,13.6,0,11
ATGE,Consumer Staples,SECTOR_CONSUMER_STAPLES,B1,Batch 1 — 2022 to 2023,11,4,7,36.36,1.5176,0.2134,249.68,2.4968,732.02,482.34,14.1785,-4.0523,22.6885,-8.5229,17.4,0,11
DY,Industrials,SECTOR_INDUSTRIALS,B1,Batch 1 — 2022 to 2023,4,2,2,50.0,1.9433,0.2133,69.92,0.6992,144.04,74.12,5.4733,-2.1999,8.0709,-2.3576,12.2,0,4
SEI,Energy,SECTOR_ENERGY,B1,Batch 1 — 2022 to 2023,3,2,1,66.67,1.6886,0.2115,68.6,0.686,168.22,99.62,6.542,-7.4838,9.4118,-7.4838,16.7,0,3
CCNE,Financials,SECTOR_FINANCIALS,B1,Batch 1 — 2022 to 2023,5,2,3,40.0,1.7434,0.2102,105.17,1.0517,246.64,141.47,8.2816,-2.1013,8.5141,-3.9709,38.0,0,5
HSTM,Healthcare,SECTOR_HEALTHCARE,B1,Batch 1 — 2022 to 2023,10,4,6,40.0,1.7339,0.2088,226.23,2.2623,534.49,308.26,6.7266,-2.5914,13.5779,-6.0154,12.7,0,10
WSM,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY,B1,Batch 1 — 2022 to 2023,9,4,5,44.44,1.6406,0.2078,178.38,1.7838,456.85,278.47,9.421,-4.415,23.9692,-9.4026,21.4,0,9
UVSP,Financials,SECTOR_FINANCIALS,B1,Batch 1 — 2022 to 2023,3,1,2,33.33,1.3042,0.2076,60.61,0.6061,259.88,199.27,15.9563,-7.0843,15.9563,-8.3646,21.7,0,3
BCPC,Materials,SECTOR_MATERIALS,B1,Batch 1 — 2022 to 2023,9,5,4,55.56,1.6884,0.2059,180.65,1.8065,443.06,262.41,3.9556,-2.967,10.4616,-4.8754,13.0,0,9
ZBRA,Technology,SECTOR_TECHNOLOGY,B1,Batch 1 — 2022 to 2023,7,3,4,42.86,1.4787,0.2054,170.58,1.7058,526.91,356.33,11.4321,-7.1282,16.9552,-8.1088,13.4,0,7
IVZ,Financials,SECTOR_FINANCIALS,B1,Batch 1 — 2022 to 2023,7,2,5,28.57,1.3233,0.2047,143.8,1.438,588.62,444.82,17.7193,-5.8715,20.5556,-7.2645,20.1,0,7
TPC,Industrials,SECTOR_INDUSTRIALS,B1,Batch 1 — 2022 to 2023,6,3,3,50.0,1.6223,0.2044,182.25,1.8225,475.12,292.87,15.7781,-8.2498,28.4211,-10.6911,24.5,0,6
NXJ,Financials,SECTOR_FINANCIALS,B1,Batch 1 — 2022 to 2023,4,1,3,25.0,1.2697,0.2037,80.81,0.8081,380.46,299.65,9.427,-2.7789,9.427,-3.0933,72.2,0,4
ARMK,Industrials,SECTOR_INDUSTRIALS,B1,Batch 1 — 2022 to 2023,10,4,6,40.0,1.5347,0.2034,184.28,1.8428,528.89,344.61,7.1535,-2.6605,11.343,-4.5278,10.9,0,10
