ticker,sector,spider_id,batch,batch_name,total_trades,winning_trades,losing_trades,win_rate_pct,profit_factor,expectancy_r,net_pnl_usd,net_return_pct,gross_wins_usd,gross_losses_usd,avg_win_pct,avg_loss_pct,best_trade_pct,worst_trade_pct,avg_hold_days,stage6_entries,stage7_entries
AMRC,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,6,4,2,66.67,14.3353,2.3701,1431.68,14.3168,1539.04,107.36,55.1168,-7.5075,141.2511,-12.2535,27.8,1,5
BW,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,7,5,2,71.43,15.4107,2.3626,1637.2,16.372,1750.81,113.61,70.9372,-10.166,231.8113,-17.4141,29.7,0,7
GLSI,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,6,3,3,50.0,7.5763,2.2601,1087.07,10.8707,1252.37,165.3,56.6446,-8.8127,149.2723,-9.7547,11.8,0,6
CAPR,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,9,2,7,22.22,4.2238,2.243,1564.46,15.6446,2049.75,485.29,153.5183,-10.2155,286.5385,-16.2592,12.3,0,9
INDV,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,7,5,2,71.43,11.7881,2.2172,1540.22,15.4022,1682.99,142.77,27.9126,-6.1961,68.0082,-9.4879,32.1,0,7
IRWD,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,7,3,4,42.86,5.1076,2.1693,1543.22,15.4322,1918.92,375.7,107.3381,-13.0154,306.8966,-17.5462,24.7,0,7
EYE,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY,B2,Batch 2 — 2024 to 2026,5,4,1,80.0,11.5899,2.1283,1058.14,10.5814,1158.06,99.92,27.9408,-6.9686,93.1486,-6.9686,32.4,0,5
LMT,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,9,5,4,55.56,11.9942,2.096,1733.68,17.3368,1891.37,157.69,13.158,-1.7329,30.7131,-4.4985,16.4,0,9
TBRG,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,7,4,3,57.14,7.3232,1.9981,1389.21,13.8921,1608.91,219.7,29.3582,-5.4591,47.7045,-8.3501,24.7,1,6
NBP,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,5,3,2,60.0,6.5599,1.9617,999.4,9.994,1179.15,179.75,59.7853,-13.9473,130.3922,-14.4284,12.0,0,5
MLYS,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,6,2,4,33.33,5.29,1.9615,1160.06,11.6006,1430.47,270.41,76.0496,-9.6578,151.6469,-17.7124,8.8,0,6
AVBH,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,7,4,3,57.14,6.5817,1.9344,1197.6,11.976,1412.16,214.56,6.7002,-1.295,10.0691,-2.0265,14.4,0,7
ISSC,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,11,7,4,63.64,6.4481,1.9314,2144.22,21.4422,2537.79,393.57,32.3263,-10.2187,101.6505,-19.5304,15.1,0,11
CD,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,9,7,2,77.78,5.431,1.9193,1728.41,17.2841,2118.48,390.07,58.8166,-30.9746,200.4908,-59.4491,12.4,0,9
ARWR,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,7,3,4,42.86,4.9411,1.9119,1377.48,13.7748,1727.0,349.52,76.9376,-9.567,177.8978,-11.8213,25.7,1,6
FLNC,Utilities,SECTOR_UTILITIES,B2,Batch 2 — 2024 to 2026,8,6,2,75.0,8.3655,1.9023,1485.54,14.8554,1687.23,201.69,43.8827,-11.9714,194.7989,-12.5,23.0,1,7
VST,Utilities,SECTOR_UTILITIES,B2,Batch 2 — 2024 to 2026,13,6,7,46.15,6.8447,1.8321,2334.88,23.3488,2734.37,399.49,29.4109,-5.5041,68.1294,-10.4352,14.4,0,13
GOLD,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,8,4,4,50.0,5.7814,1.7917,1381.45,13.8145,1670.37,288.92,33.7574,-5.9278,81.1037,-8.4485,17.0,0,8
HTZ,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,5,3,2,60.0,5.3726,1.7431,869.72,8.6972,1068.62,198.9,47.3387,-12.1696,136.6667,-14.1733,29.4,0,5
NUTX,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,11,4,7,36.36,5.3729,1.7235,1862.71,18.6271,2288.68,425.97,93.8719,-11.0653,242.612,-18.8931,16.9,0,11
DIS,Communication Services,SECTOR_COMMUNICATION_SERVICES,B2,Batch 2 — 2024 to 2026,7,5,2,71.43,8.5018,1.6916,1202.54,12.0254,1362.84,160.3,11.4052,-3.7595,24.1204,-4.9577,20.9,1,6
ZUMZ,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY,B2,Batch 2 — 2024 to 2026,7,6,1,85.71,88.157,1.6825,1171.39,11.7139,1184.83,13.44,16.6699,-1.117,55.5471,-1.117,20.7,0,7
MSTR,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,10,7,3,70.0,7.9898,1.6623,1565.85,15.6585,1789.87,224.02,33.5321,-14.9924,118.2564,-20.7407,12.0,0,10
GEVO,Materials,SECTOR_MATERIALS,B2,Batch 2 — 2024 to 2026,9,3,6,33.33,4.3914,1.6601,1502.32,15.0232,1945.3,442.98,86.6946,-9.5016,253.3333,-13.3154,10.9,0,9
WLFC,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,11,5,6,45.45,5.6823,1.6596,1637.72,16.3772,1987.49,349.77,30.1482,-4.4262,52.2923,-8.9807,12.6,0,11
INOD,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,11,5,6,45.45,5.374,1.6503,1790.07,17.9007,2199.32,409.25,54.2563,-8.4608,131.9791,-29.2071,12.2,0,11
NAGE,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,9,5,4,55.56,7.3845,1.6496,1317.24,13.1724,1523.56,206.32,35.1435,-7.4106,93.4343,-12.5684,14.1,0,9
FBRX,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,8,3,5,37.5,2.6504,1.609,954.34,9.5434,1532.6,578.26,90.9568,-18.6682,225.7042,-33.4595,11.5,1,7
DJT,Communication Services,SECTOR_COMMUNICATION_SERVICES,B2,Batch 2 — 2024 to 2026,7,2,5,28.57,3.6271,1.5932,1127.41,11.2741,1556.56,429.15,77.6337,-12.7814,97.2897,-16.2834,10.1,0,7
TPB,Consumer Staples,SECTOR_CONSUMER_STAPLES,B2,Batch 2 — 2024 to 2026,12,9,3,75.0,14.2822,1.5804,1726.29,17.2629,1856.26,129.97,12.3153,-3.8706,40.0319,-6.0335,16.2,0,12
HOOD,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,12,7,5,58.33,6.6263,1.5646,1818.76,18.1876,2142.02,323.26,35.9073,-7.0067,100.0,-11.4966,19.2,0,12
ALSN,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY,B2,Batch 2 — 2024 to 2026,10,8,2,80.0,11.3039,1.5387,1514.88,15.1488,1661.9,147.02,9.3181,-3.3839,22.5357,-4.5049,16.0,0,10
NVAX,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,11,2,9,18.18,3.0697,1.5268,1613.22,16.1322,2392.66,779.44,122.7702,-10.3225,220.8925,-14.4515,6.7,0,11
IONQ,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,9,4,5,44.44,5.0843,1.5037,1356.3,13.563,1688.38,332.08,54.0759,-10.4128,88.9851,-24.4345,13.0,0,9
CLSK,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,5,4,1,80.0,6.5756,1.4732,592.35,5.9235,698.59,106.24,25.9493,-14.1277,61.1754,-14.1277,15.0,0,5
BE,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,12,6,6,50.0,5.8432,1.4479,1927.08,19.2708,2324.97,397.89,41.5668,-8.5231,124.4768,-13.7682,12.8,0,12
BAX,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,3,3,0,100.0,inf,1.4206,442.67,4.4267,442.67,0.0,6.7043,0.0,10.6743,0.2498,34.0,1,2
BWXT,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,12,9,3,75.0,6.7661,1.4154,1668.58,16.6858,1957.96,289.38,9.7409,-5.3124,22.772,-7.0374,15.6,0,12
HLIO,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,7,4,3,57.14,9.1696,1.4141,972.43,9.7243,1091.46,119.03,23.9829,-2.4914,67.0596,-6.1603,28.4,1,6
PRM,Materials,SECTOR_MATERIALS,B2,Batch 2 — 2024 to 2026,9,4,5,44.44,7.7097,1.4017,1258.74,12.5874,1446.34,187.6,27.2247,-3.0954,59.6759,-5.748,20.6,0,9
WLDN,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,14,6,8,42.86,5.97,1.3943,2120.2,21.202,2546.8,426.6,29.0307,-4.3448,140.1705,-9.407,14.0,0,14
WBD,Communication Services,SECTOR_COMMUNICATION_SERVICES,B2,Batch 2 — 2024 to 2026,9,6,3,66.67,7.049,1.3751,1337.92,13.3792,1559.1,221.18,18.6646,-6.6126,54.2139,-9.4579,16.2,0,9
ASTS,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,14,6,8,42.86,5.2854,1.3702,1809.7,18.097,2231.99,422.29,56.0017,-9.3198,155.8537,-14.0946,9.6,0,14
FLYW,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,6,3,3,50.0,5.7311,1.3569,763.69,7.6369,925.11,161.42,27.0795,-4.1323,35.8663,-7.1206,40.0,2,4
KOD,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,10,2,8,20.0,2.9658,1.3389,1029.67,10.2967,1553.45,523.78,110.888,-10.6586,180.9689,-18.8449,11.1,0,10
LEU,Energy,SECTOR_ENERGY,B2,Batch 2 — 2024 to 2026,11,4,7,36.36,4.1718,1.323,1425.86,14.2586,1875.4,449.54,59.967,-7.3155,141.5997,-12.6927,11.9,0,11
VKTX,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,9,2,7,22.22,3.3598,1.3182,1230.54,12.3054,1752.0,521.46,114.7966,-10.6935,222.7848,-16.4158,17.9,0,9
MRAM,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,8,5,3,62.5,4.9084,1.3127,1015.87,10.1587,1275.79,259.92,22.2295,-7.4342,58.1602,-9.8998,19.2,0,8
UAL,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,12,5,7,41.67,3.4377,1.3076,1159.4,11.594,1635.02,475.62,26.7434,-4.5257,118.7892,-6.5594,13.0,2,10
CRI,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY,B2,Batch 2 — 2024 to 2026,3,2,1,66.67,4.1482,1.3035,311.17,3.1117,410.01,98.84,16.7291,-5.1214,27.6361,-5.1214,48.0,0,3
CDNA,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,7,4,3,57.14,4.8888,1.3029,906.56,9.0656,1139.68,233.12,33.693,-8.4415,71.6384,-10.8875,21.6,1,6
CSGS,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,8,5,3,62.5,9.5202,1.2883,1065.37,10.6537,1190.41,125.04,9.2218,-2.1293,19.2558,-2.9782,17.0,0,8
REZI,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,12,7,5,58.33,6.1297,1.2684,1396.71,13.9671,1668.99,272.28,16.3636,-3.3459,34.2097,-6.3076,13.2,0,12
MNPR,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,10,7,3,70.0,10.8569,1.2596,1187.26,11.8726,1307.71,120.45,36.8327,-6.8654,104.0243,-10.1786,12.0,0,10
AMKR,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,7,5,2,71.43,15.1409,1.2574,934.43,9.3443,1000.51,66.08,14.5963,-2.6764,27.8771,-2.801,21.6,1,6
TWLO,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,10,4,6,40.0,3.7675,1.2552,1258.81,12.5881,1713.67,454.86,23.8332,-5.4979,71.923,-8.1241,16.7,0,10
RIGL,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,9,5,4,55.56,5.2229,1.2481,1115.64,11.1564,1379.83,264.19,25.0976,-8.6276,90.7344,-14.135,12.7,0,9
UAMY,Materials,SECTOR_MATERIALS,B2,Batch 2 — 2024 to 2026,13,8,5,61.54,6.4231,1.2433,1336.53,13.3653,1582.98,246.45,34.4811,-7.9486,149.531,-13.4363,10.0,0,13
ETON,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,10,4,6,40.0,4.2739,1.2326,1248.98,12.4898,1630.48,381.5,41.7925,-7.1622,127.8689,-11.8387,13.5,0,10
TXG,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,4,2,2,50.0,3.5358,1.2305,499.76,4.9976,696.84,197.08,38.1237,-11.6116,67.0046,-14.2283,44.8,0,4
CTMX,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,9,3,6,33.33,2.9643,1.2278,1099.8,10.998,1659.68,559.88,91.4346,-14.0104,231.1081,-38.1364,10.6,0,9
FWRD,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,6,4,2,66.67,5.8058,1.2275,627.83,6.2783,758.47,130.64,31.0272,-6.7793,80.339,-8.9196,24.8,1,5
CLPT,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,8,4,4,50.0,4.2203,1.2267,999.06,9.9906,1309.3,310.24,35.773,-9.6788,105.0455,-11.4051,9.8,0,8
IBM,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,10,8,2,80.0,32.8918,1.1821,1128.97,11.2897,1164.37,35.4,4.9804,-1.121,11.5802,-2.0858,17.1,0,10
EME,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,16,7,9,43.75,3.8427,1.1762,1808.45,18.0845,2444.63,636.18,16.7681,-4.9781,54.607,-11.318,12.8,0,16
IE,Materials,SECTOR_MATERIALS,B2,Batch 2 — 2024 to 2026,9,6,3,66.67,5.4195,1.1647,919.53,9.1953,1127.59,208.06,20.0602,-8.1666,44.6667,-11.8338,20.2,0,9
WT,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,11,7,4,63.64,8.97,1.1415,1081.45,10.8145,1217.14,135.69,10.0514,-1.8333,23.2877,-4.4511,14.9,0,11
STAA,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,6,2,4,33.33,3.1159,1.1305,698.65,6.9865,1028.84,330.19,42.9183,-8.3302,47.1698,-10.3836,15.0,0,6
LBRT,Energy,SECTOR_ENERGY,B2,Batch 2 — 2024 to 2026,5,4,1,80.0,6.53,1.116,551.56,5.5156,651.3,99.74,15.3159,-9.3922,44.3316,-9.3922,13.4,0,5
APP,Communication Services,SECTOR_COMMUNICATION_SERVICES,B2,Batch 2 — 2024 to 2026,14,8,6,57.14,5.9143,1.1052,1453.0,14.53,1748.67,295.67,23.0845,-5.6028,66.112,-12.3121,14.1,0,14
TWN,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,12,5,7,41.67,5.9583,1.1034,1235.16,12.3516,1484.27,249.11,12.4162,-2.0184,28.5389,-3.7427,15.6,0,12
DAL,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,10,7,3,70.0,11.1783,1.0892,1018.64,10.1864,1118.72,100.08,11.4842,-2.3051,23.8698,-3.4355,20.0,2,8
PSIX,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,14,6,8,42.86,4.9173,1.0891,1470.63,14.7063,1846.05,375.42,40.6171,-7.0554,94.5542,-18.7221,12.3,0,14
ACLS,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,7,4,3,57.14,4.3909,1.0866,736.88,7.3688,954.19,217.31,22.0913,-5.9424,40.6232,-8.0916,20.9,1,6
PPC,Consumer Staples,SECTOR_CONSUMER_STAPLES,B2,Batch 2 — 2024 to 2026,10,7,3,70.0,8.7589,1.0847,1089.97,10.8997,1230.45,140.48,7.4474,-3.0881,24.1561,-6.2139,15.2,0,10
DSP,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,11,6,5,54.55,5.6623,1.0795,1167.91,11.6791,1418.41,250.5,16.7111,-4.2778,60.1606,-8.9049,14.0,1,10
PRMB,Consumer Staples,SECTOR_CONSUMER_STAPLES,B2,Batch 2 — 2024 to 2026,11,6,5,54.55,3.9997,1.0787,1166.11,11.6611,1554.85,388.74,12.0729,-4.4541,32.957,-7.8318,14.1,1,10
NRIX,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,8,4,4,50.0,4.4197,1.0772,905.7,9.057,1170.55,264.85,34.0152,-8.9489,87.8476,-12.498,18.2,0,8
LBRDA,Communication Services,SECTOR_COMMUNICATION_SERVICES,B2,Batch 2 — 2024 to 2026,6,3,3,50.0,3.1377,1.0764,494.76,4.9476,726.2,231.44,16.5853,-3.8606,36.6946,-7.0719,18.5,0,6
AVXL,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,7,4,3,57.14,6.9706,1.07,716.11,7.1611,836.05,119.94,22.7868,-4.8155,36.7803,-11.6921,13.6,1,6
NVDA,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,12,6,6,50.0,4.3847,1.0676,1231.78,12.3178,1595.71,363.93,21.1562,-4.534,43.3658,-6.9645,16.2,0,12
LYV,Communication Services,SECTOR_COMMUNICATION_SERVICES,B2,Batch 2 — 2024 to 2026,11,6,5,54.55,6.3147,1.0593,1060.34,10.6034,1259.85,199.51,10.5838,-1.9492,33.6043,-4.7051,17.7,0,11
TBBK,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,9,6,3,66.67,8.5432,1.0554,891.98,8.9198,1010.23,118.25,10.5298,-2.9441,37.16,-4.3478,13.3,0,9
BKE,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY,B2,Batch 2 — 2024 to 2026,8,3,5,37.5,4.1646,1.052,732.89,7.3289,964.48,231.59,19.8732,-2.7404,36.2896,-5.7295,16.5,0,8
SANA,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,8,4,4,50.0,4.3813,1.0514,863.99,8.6399,1119.51,255.52,45.5969,-13.2982,93.0131,-26.4414,12.4,0,8
PVLA,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,8,4,4,50.0,4.3828,1.0419,847.43,8.4743,1097.94,250.51,35.0913,-11.1676,97.8261,-19.497,26.0,0,8
ONDS,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,10,5,5,50.0,4.52,1.0386,1049.31,10.4931,1347.41,298.1,49.8088,-12.0996,161.745,-21.1757,11.0,0,10
ATLC,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,11,7,4,63.64,4.7823,1.0332,1077.24,10.7724,1362.05,284.81,13.9729,-6.8315,42.8742,-8.2883,12.1,0,11
ORCL,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,12,7,5,58.33,4.3367,1.0289,1153.28,11.5328,1498.92,345.64,11.7458,-3.862,49.0303,-8.8476,12.6,0,12
OLMA,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,8,3,5,37.5,3.2938,1.0227,824.93,8.2493,1184.57,359.64,59.0436,-10.4341,111.6466,-15.8386,17.6,1,7
AMSC,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,11,5,6,45.45,3.6228,1.02,1169.06,11.6906,1614.79,445.73,32.7856,-11.0289,72.3088,-14.4981,12.4,0,11
SEI,Energy,SECTOR_ENERGY,B2,Batch 2 — 2024 to 2026,10,5,5,50.0,3.476,1.0182,1011.1,10.111,1419.46,408.36,28.6481,-8.5416,71.1875,-15.4569,13.5,0,10
GH,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,13,6,7,46.15,3.2685,1.0173,1224.8,12.248,1764.71,539.91,29.038,-7.7837,56.0119,-11.6886,11.8,0,13
VSTM,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,7,2,5,28.57,3.0149,1.0157,703.66,7.0366,1052.88,349.22,71.8957,-9.2539,93.5484,-14.4344,19.9,1,6
AEVA,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,10,4,6,40.0,2.6241,1.0131,999.36,9.9936,1614.71,615.35,64.0964,-15.8533,210.6987,-19.7674,11.1,0,10
IBRX,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,8,2,6,25.0,2.2274,1.0087,561.9,5.619,1019.68,457.78,67.0093,-11.3479,133.209,-15.954,8.4,0,8
DAN,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY,B2,Batch 2 — 2024 to 2026,10,7,3,70.0,12.7991,1.0056,998.68,9.9868,1083.32,84.64,12.3515,-2.0626,23.7043,-4.1591,16.1,0,10
ERIE,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,8,2,6,25.0,3.8243,1.0007,835.34,8.3534,1131.11,295.77,22.004,-2.4843,40.2702,-4.8065,13.9,0,8
NGL,Energy,SECTOR_ENERGY,B2,Batch 2 — 2024 to 2026,10,7,3,70.0,4.6034,0.9929,879.47,8.7947,1123.54,244.07,13.8715,-7.258,40.8408,-12.0789,14.8,0,10
LOB,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,6,4,2,66.67,5.4244,0.9919,517.26,5.1726,634.17,116.91,14.264,-3.9354,36.3908,-4.8709,22.5,1,5
BKKT,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,7,2,5,28.57,2.9264,0.9915,713.07,7.1307,1083.22,370.15,93.9101,-15.3584,115.9365,-24.7591,23.1,1,6
EVRG,Utilities,SECTOR_UTILITIES,B2,Batch 2 — 2024 to 2026,10,9,1,90.0,13.9131,0.99,1016.52,10.1652,1095.24,78.72,3.5949,-3.2257,7.1415,-3.2257,19.6,0,10
DC,Materials,SECTOR_MATERIALS,B2,Batch 2 — 2024 to 2026,9,5,4,55.56,3.4037,0.9777,821.12,8.2112,1162.73,341.61,20.0568,-7.6235,27.3469,-9.7213,14.2,0,9
PGY,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,7,2,5,28.57,2.4554,0.9721,661.74,6.6174,1116.42,454.68,89.5625,-11.2434,169.1743,-16.6401,26.3,0,7
KVUE,Consumer Staples,SECTOR_CONSUMER_STAPLES,B2,Batch 2 — 2024 to 2026,5,2,3,40.0,3.4923,0.9697,390.5,3.905,547.18,156.68,14.619,-2.6856,23.2721,-4.7602,12.6,0,5
PRDO,Consumer Staples,SECTOR_CONSUMER_STAPLES,B2,Batch 2 — 2024 to 2026,11,6,5,54.55,5.1137,0.9691,982.67,9.8267,1221.55,238.88,10.701,-2.8243,25.974,-5.6432,13.3,0,11
