ticker,sector,spider_id,batch,batch_name,total_trades,winning_trades,losing_trades,win_rate_pct,profit_factor,expectancy_r,net_pnl_usd,net_return_pct,gross_wins_usd,gross_losses_usd,avg_win_pct,avg_loss_pct,best_trade_pct,worst_trade_pct,avg_hold_days,stage6_entries,stage7_entries
DFTX,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,12,6,6,50.0,2.4109,0.5798,719.87,7.1987,1230.1,510.23,24.6769,-11.9676,111.236,-17.2891,11.1,0,12
PI,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,11,5,6,45.45,2.1612,0.5789,510.82,5.1082,950.73,439.91,25.3704,-6.8542,87.5321,-11.7199,17.2,0,11
LTH,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY,B2,Batch 2 — 2024 to 2026,11,4,7,36.36,2.1698,0.5772,490.89,4.9089,910.51,419.62,14.7129,-4.4371,31.8595,-7.5607,9.4,0,11
AEP,Utilities,SECTOR_UTILITIES,B2,Batch 2 — 2024 to 2026,11,9,2,81.82,9.3472,0.5753,623.7,6.237,698.42,74.72,2.5736,-1.1296,6.7726,-1.2499,13.4,0,11
MAMA,Consumer Staples,SECTOR_CONSUMER_STAPLES,B2,Batch 2 — 2024 to 2026,12,7,5,58.33,3.4241,0.5753,674.78,6.7478,953.14,278.36,12.7265,-5.429,22.3926,-10.169,12.1,0,12
LPTH,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,15,6,9,40.0,2.4083,0.5737,817.64,8.1764,1398.21,580.57,30.3276,-8.7003,76.5027,-18.4441,10.5,0,15
DY,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,15,9,6,60.0,3.272,0.5677,854.21,8.5421,1230.19,375.98,9.3745,-5.1959,43.1496,-7.3209,11.6,0,15
KYMR,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,9,3,6,33.33,2.644,0.5625,543.25,5.4325,873.7,330.45,33.989,-6.5773,42.1182,-9.9098,16.4,0,9
ICE,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,13,7,6,53.85,3.1115,0.5609,670.72,6.7072,988.37,317.65,5.0365,-1.7125,10.6879,-3.972,14.8,1,12
SCSC,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,7,5,2,71.43,3.0847,0.5595,372.3,3.723,550.89,178.59,8.4612,-5.6025,23.8095,-5.7941,14.0,1,6
FULC,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,10,4,6,40.0,2.2385,0.5576,559.23,5.5923,1010.76,451.53,35.0397,-10.1159,99.7118,-14.6216,16.8,1,9
EMR,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,11,7,4,63.64,3.9614,0.5554,612.38,6.1238,819.17,206.79,5.4714,-2.3475,13.0099,-4.5505,16.8,1,10
LOPE,Consumer Staples,SECTOR_CONSUMER_STAPLES,B2,Batch 2 — 2024 to 2026,11,6,5,54.55,5.0558,0.5505,618.87,6.1887,771.46,152.59,5.696,-1.3563,10.8351,-2.26,13.2,1,10
PFS,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,8,5,3,62.5,2.738,0.5504,415.72,4.1572,654.92,239.2,7.4228,-4.5396,16.6211,-5.909,15.1,0,8
OKE,Energy,SECTOR_ENERGY,B2,Batch 2 — 2024 to 2026,10,5,5,50.0,2.3212,0.549,561.28,5.6128,986.09,424.81,7.6239,-3.3661,11.2595,-4.1608,13.9,0,10
BTU,Energy,SECTOR_ENERGY,B2,Batch 2 — 2024 to 2026,11,5,6,45.45,1.8816,0.5483,453.9,4.539,968.77,514.87,20.5982,-6.6172,68.3851,-11.9381,12.3,0,11
BHRB,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,6,3,3,50.0,2.5283,0.5471,317.46,3.1746,525.18,207.72,11.6202,-3.9644,15.9735,-4.9554,17.2,0,6
MCB,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,11,7,4,63.64,4.5207,0.5466,512.89,5.1289,658.57,145.68,6.9031,-2.733,22.7189,-7.0465,12.9,0,11
AAP,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY,B2,Batch 2 — 2024 to 2026,6,3,3,50.0,2.0367,0.5465,302.43,3.0243,594.15,291.72,18.9695,-7.6777,42.9405,-8.7109,7.8,0,6
LOW,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY,B2,Batch 2 — 2024 to 2026,9,4,5,44.44,2.5317,0.5463,436.39,4.3639,721.29,284.9,8.0974,-2.7342,14.7959,-6.0517,15.7,0,9
SEE,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY,B2,Batch 2 — 2024 to 2026,8,5,3,62.5,4.0535,0.5437,410.88,4.1088,545.44,134.56,7.5929,-2.7605,15.6131,-5.4644,22.8,0,8
RVMD,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,11,5,6,45.45,2.5954,0.5431,597.9,5.979,972.66,374.76,14.8077,-5.6611,61.9147,-9.4377,11.6,0,11
SHAK,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY,B2,Batch 2 — 2024 to 2026,10,4,6,40.0,2.5375,0.5395,545.15,5.4515,899.71,354.56,18.5542,-4.5676,32.0127,-8.8533,10.3,0,10
EPAM,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,9,3,6,33.33,2.6949,0.5388,537.13,5.3713,854.04,316.91,16.5112,-4.028,26.5175,-8.1748,22.6,1,8
DAVE,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,15,4,11,26.67,2.4168,0.5365,793.87,7.9387,1354.21,560.34,48.8217,-7.1415,126.3135,-15.1315,10.3,0,15
KROS,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,7,3,4,42.86,2.8841,0.5364,400.31,4.0031,612.78,212.47,24.7597,-5.0745,58.7264,-8.6227,31.0,1,6
TTI,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,11,5,6,45.45,2.3139,0.5362,645.1,6.451,1136.08,490.98,22.7461,-8.4743,52.1739,-10.9825,14.9,0,11
FHI,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,13,7,6,53.85,3.2817,0.5353,687.67,6.8767,989.06,301.39,5.1852,-2.101,11.6924,-3.5612,11.6,0,13
CNK,Communication Services,SECTOR_COMMUNICATION_SERVICES,B2,Batch 2 — 2024 to 2026,14,7,7,50.0,2.6739,0.5347,670.36,6.7036,1070.83,400.47,10.7836,-3.4884,20.5004,-6.343,12.8,0,14
URBN,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY,B2,Batch 2 — 2024 to 2026,12,4,8,33.33,2.6878,0.5342,669.95,6.6995,1066.88,396.93,18.0114,-3.596,48.0749,-7.8123,10.8,0,12
FRBA,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,7,5,2,71.43,2.8545,0.5296,306.74,3.0674,472.14,165.4,4.9004,-4.6989,12.1188,-5.3358,11.4,0,7
KAI,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,10,5,5,50.0,2.6728,0.5267,451.12,4.5112,720.8,269.68,8.7646,-3.6302,17.2382,-6.0657,13.8,0,10
NVRI,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,11,7,4,63.64,5.0325,0.5252,550.03,5.5003,686.43,136.4,9.0056,-2.5876,17.9632,-6.3232,15.3,0,11
UTG,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,12,6,6,50.0,2.7613,0.5244,658.89,6.5889,1032.99,374.1,4.4456,-1.7094,10.8711,-3.355,14.2,0,12
SNOW,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,11,4,7,36.36,2.0399,0.519,535.0,5.35,1049.46,514.46,20.4215,-5.2503,45.1791,-8.0507,14.6,1,10
INCY,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,10,5,5,50.0,2.8249,0.5154,493.09,4.9309,763.29,270.2,8.7626,-3.0474,12.0785,-5.0249,12.1,0,10
ALDX,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,7,2,5,28.57,2.2635,0.5121,380.59,3.8059,681.8,301.21,50.782,-7.1302,91.791,-10.2124,9.7,1,6
HCC,Materials,SECTOR_MATERIALS,B2,Batch 2 — 2024 to 2026,5,4,1,80.0,3.5599,0.5115,204.59,2.0459,284.51,79.92,6.7626,-7.0331,13.4278,-7.0331,13.6,0,5
CTSH,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,8,4,4,50.0,2.4388,0.5108,360.04,3.6004,610.28,250.24,7.4674,-2.1963,17.3664,-3.4134,15.2,0,8
SMG,Materials,SECTOR_MATERIALS,B2,Batch 2 — 2024 to 2026,8,4,4,50.0,2.89,0.5096,442.62,4.4262,676.81,234.19,11.9918,-3.1835,16.6174,-6.0398,16.4,0,8
VSCO,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY,B2,Batch 2 — 2024 to 2026,13,7,6,53.85,2.8946,0.5077,663.31,6.6331,1013.42,350.11,13.8381,-6.3796,31.4875,-13.5563,14.8,0,13
AAPL,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,11,7,4,63.64,4.7751,0.5062,506.73,5.0673,640.96,134.23,3.9504,-1.3885,8.3098,-2.6253,12.9,0,11
HQH,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,9,5,4,55.56,3.2518,0.5041,465.55,4.6555,672.3,206.75,3.8038,-1.8092,8.6806,-3.2597,13.9,0,9
SUPN,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,9,5,4,55.56,2.202,0.5026,429.6,4.296,787.0,357.4,9.6071,-5.3484,33.4219,-7.3276,18.0,0,9
COST,Consumer Staples,SECTOR_CONSUMER_STAPLES,B2,Batch 2 — 2024 to 2026,13,6,7,46.15,3.7317,0.5018,558.35,5.5835,762.75,204.4,5.0588,-1.1619,13.3953,-3.0467,12.5,0,13
HUT,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,14,8,6,57.14,2.9797,0.501,662.4,6.624,997.0,334.6,18.4175,-9.3123,58.104,-16.9345,11.2,0,14
WINA,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY,B2,Batch 2 — 2024 to 2026,8,4,4,50.0,2.4545,0.4986,367.19,3.6719,619.64,252.45,11.382,-4.7897,24.8629,-6.9942,14.8,0,8
COIN,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,12,5,7,41.67,2.5098,0.4984,485.78,4.8578,807.53,321.75,22.6729,-6.0825,33.3373,-15.0007,9.4,0,12
BHF,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,8,5,3,62.5,2.4378,0.4981,378.83,3.7883,642.3,263.47,8.5681,-5.8407,19.4196,-8.2567,12.2,0,8
MU,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,16,9,7,56.25,2.1606,0.4965,769.89,7.6989,1433.27,663.38,14.8161,-8.0721,49.6951,-17.9226,10.3,1,15
LIFE,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,8,4,4,50.0,1.9244,0.496,267.38,2.6738,556.64,289.26,19.629,-10.3941,43.1925,-15.5751,7.1,0,8
MCS,Communication Services,SECTOR_COMMUNICATION_SERVICES,B2,Batch 2 — 2024 to 2026,10,3,7,30.0,1.4106,0.4952,257.1,2.571,883.27,626.17,18.342,-5.1078,31.7576,-6.9494,22.5,2,8
CENX,Materials,SECTOR_MATERIALS,B2,Batch 2 — 2024 to 2026,14,5,9,35.71,3.0357,0.4948,708.11,7.0811,1055.95,347.84,20.8619,-4.0457,49.9567,-8.7284,11.4,0,14
MRNA,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,6,2,4,33.33,1.5681,0.4924,191.15,1.9115,527.63,336.48,32.7097,-8.6965,59.9637,-10.9064,15.2,0,6
AGYS,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,10,6,4,60.0,2.9151,0.4914,511.26,5.1126,778.22,266.96,9.213,-4.8906,37.6574,-8.0896,9.7,0,10
LZ,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,7,3,4,42.86,2.2316,0.4886,366.44,3.6644,663.96,297.52,16.9247,-6.6187,35.2593,-8.5789,23.0,2,5
HUBS,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,8,4,4,50.0,2.9359,0.4866,446.98,4.4698,677.87,230.89,11.0168,-6.5602,35.6982,-7.6269,15.5,1,7
TASK,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,9,6,3,66.67,2.3815,0.482,405.16,4.0516,698.43,293.27,8.7637,-8.7279,18.4975,-10.1515,12.8,1,8
CRVS,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,14,4,10,28.57,2.2173,0.4745,657.34,6.5734,1197.32,539.98,38.3983,-7.257,73.913,-14.6144,10.0,0,14
FTI,Energy,SECTOR_ENERGY,B2,Batch 2 — 2024 to 2026,13,7,6,53.85,2.1838,0.4745,614.13,6.1413,1132.93,518.8,8.9584,-5.209,22.8882,-7.3203,12.4,0,13
ENVA,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,12,6,6,50.0,2.2688,0.4743,522.15,5.2215,933.68,411.53,8.8868,-4.4125,18.1697,-9.7775,11.5,0,12
GTES,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,11,5,6,45.45,1.8904,0.4736,482.68,4.8268,1024.79,542.11,11.6499,-4.534,28.7732,-7.86,11.9,0,11
META,Communication Services,SECTOR_COMMUNICATION_SERVICES,B2,Batch 2 — 2024 to 2026,15,8,7,53.33,2.3365,0.4726,661.76,6.6176,1156.89,495.13,7.7343,-3.5815,32.5505,-11.0918,10.7,0,15
EPD,Energy,SECTOR_ENERGY,B2,Batch 2 — 2024 to 2026,10,5,5,50.0,2.2164,0.4712,460.88,4.6088,839.78,378.9,4.1095,-2.2837,9.4,-3.6544,12.0,0,10
MPC,Energy,SECTOR_ENERGY,B2,Batch 2 — 2024 to 2026,5,4,1,80.0,3.2889,0.4704,241.0,2.41,346.29,105.29,4.8344,-5.3639,10.4581,-5.3639,17.0,0,5
APEI,Consumer Staples,SECTOR_CONSUMER_STAPLES,B2,Batch 2 — 2024 to 2026,11,3,8,27.27,2.169,0.4682,435.3,4.353,807.68,372.38,22.6157,-4.5466,35.2527,-12.9213,11.8,0,11
FDX,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,10,6,4,60.0,2.084,0.4681,376.39,3.7639,723.6,347.21,5.4795,-4.7157,12.828,-6.8181,13.8,0,10
PLOW,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY,B2,Batch 2 — 2024 to 2026,10,7,3,70.0,2.5604,0.4671,442.44,4.4244,725.98,283.54,5.7556,-5.1726,13.8373,-6.0059,15.5,0,10
HQY,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,10,7,3,70.0,2.6356,0.4671,448.48,4.4848,722.68,274.2,7.2604,-6.3367,16.3808,-7.0329,14.9,0,10
AMLX,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,10,4,6,40.0,1.3568,0.4671,452.49,4.5249,1720.68,1268.19,49.5892,-23.168,124.6696,-84.0363,27.3,2,8
SNA,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,10,5,5,50.0,2.412,0.467,434.94,4.3494,742.97,308.03,5.0662,-2.551,21.5365,-3.7067,10.9,0,10
LHX,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,12,6,6,50.0,2.5804,0.4664,555.97,5.5597,907.77,351.8,6.9983,-2.5101,16.0315,-4.3576,16.2,0,12
FOX,Communication Services,SECTOR_COMMUNICATION_SERVICES,B2,Batch 2 — 2024 to 2026,17,10,7,58.82,2.9821,0.4648,799.42,7.9942,1202.74,403.32,4.5189,-2.6651,10.2893,-8.9213,13.9,0,17
CNX,Energy,SECTOR_ENERGY,B2,Batch 2 — 2024 to 2026,13,7,6,53.85,2.4203,0.4645,565.56,5.6556,963.75,398.19,7.2694,-4.1415,19.6491,-5.8698,11.6,1,12
FULT,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,9,4,5,44.44,5.2082,0.4611,420.06,4.2006,519.88,99.82,7.374,-1.0776,11.1046,-1.9116,15.7,1,8
FCF,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,8,3,5,37.5,1.8881,0.4602,253.93,2.5393,539.86,285.93,9.7358,-2.5247,20.1012,-4.7599,16.6,0,8
RL,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY,B2,Batch 2 — 2024 to 2026,14,6,8,42.86,2.7071,0.4562,617.88,6.1788,979.83,361.95,9.9408,-2.5627,20.8121,-4.7615,11.5,0,14
WULF,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,11,4,7,36.36,2.3256,0.4553,454.74,4.5474,797.79,343.05,40.7953,-8.1841,99.2218,-14.5533,11.9,1,10
DDOG,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,9,5,4,55.56,3.1897,0.454,394.98,3.9498,575.36,180.38,7.9079,-3.2817,12.1266,-4.0205,11.6,0,9
SKYT,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,11,5,6,45.45,2.4438,0.4531,498.75,4.9875,844.2,345.45,22.739,-8.3346,36.8732,-18.6407,9.9,0,11
SM,Energy,SECTOR_ENERGY,B2,Batch 2 — 2024 to 2026,5,1,4,20.0,1.8069,0.45,220.44,2.2044,493.64,273.2,29.1667,-5.2007,29.1667,-9.9782,14.0,0,5
UNFI,Consumer Staples,SECTOR_CONSUMER_STAPLES,B2,Batch 2 — 2024 to 2026,16,8,8,50.0,2.2689,0.4498,737.38,7.3738,1318.51,581.13,11.9247,-5.5781,36.7424,-9.5268,11.2,1,15
PAYO,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,10,4,6,40.0,1.6158,0.4484,371.13,3.7113,973.81,602.68,14.6768,-7.5038,32.3821,-11.0857,12.2,1,9
OWL,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,10,5,5,50.0,2.4875,0.4479,496.56,4.9656,830.39,333.83,8.1008,-5.4949,22.3195,-10.0862,14.4,0,10
MAX,Communication Services,SECTOR_COMMUNICATION_SERVICES,B2,Batch 2 — 2024 to 2026,9,4,5,44.44,2.4145,0.4478,494.2,4.942,843.58,349.38,19.9335,-6.9681,40.1728,-12.4329,20.4,0,9
AWK,Utilities,SECTOR_UTILITIES,B2,Batch 2 — 2024 to 2026,7,4,3,57.14,3.2979,0.4476,278.32,2.7832,399.44,121.12,4.3836,-1.6419,7.2713,-2.8886,9.6,0,7
SMBK,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,13,7,6,53.85,2.502,0.4432,485.63,4.8563,808.96,323.33,6.2025,-2.6335,17.7303,-4.8422,11.2,0,13
RUSHA,Consumer Discretionary,SECTOR_CONSUMER_DISCRETIONARY,B2,Batch 2 — 2024 to 2026,9,6,3,66.67,2.7698,0.4401,376.02,3.7602,588.49,212.47,5.1542,-3.7413,9.9511,-5.4418,10.7,0,9
FIX,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,8,6,2,75.0,2.6208,0.4345,295.09,2.9509,477.15,182.06,8.1645,-9.0707,27.4026,-9.3167,13.8,0,8
EOSE,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,14,3,11,21.43,1.7448,0.4336,480.2,4.802,1124.98,644.78,62.807,-9.3246,91.9313,-19.2961,9.1,0,14
STBA,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,9,3,6,33.33,2.726,0.4335,289.86,2.8986,457.8,167.94,9.485,-1.5622,22.1956,-3.8571,13.7,0,9
AIR,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,13,7,6,53.85,2.2277,0.4309,583.18,5.8318,1058.2,475.02,8.6516,-4.1481,18.1899,-9.3116,11.7,0,13
AZZ,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,13,6,7,46.15,2.645,0.4294,505.44,5.0544,812.7,307.26,7.9167,-2.653,13.1624,-7.2364,11.3,0,13
JXN,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,14,9,5,64.29,2.6632,0.4289,574.51,5.7451,919.93,345.42,6.4661,-4.3158,16.4575,-6.3683,15.0,0,14
PARR,Energy,SECTOR_ENERGY,B2,Batch 2 — 2024 to 2026,10,3,7,30.0,1.8883,0.4272,400.73,4.0073,851.86,451.13,27.3553,-5.7764,40.9927,-8.5428,9.1,0,10
YOU,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,11,6,5,54.55,2.2763,0.4259,445.23,4.4523,794.07,348.84,10.3604,-6.0724,25.8776,-9.8271,12.5,0,11
VTYX,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,8,3,5,37.5,1.8499,0.4252,356.44,3.5644,775.81,419.37,42.8324,-12.6376,73.5484,-15.0644,23.6,1,7
ATGE,Consumer Staples,SECTOR_CONSUMER_STAPLES,B2,Batch 2 — 2024 to 2026,14,7,7,50.0,2.809,0.4247,587.31,5.8731,911.97,324.66,8.2037,-2.7276,14.6549,-5.8007,10.2,2,12
SIMA,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,9,5,4,55.56,4.5312,0.4246,352.24,3.5224,451.99,99.75,0.5212,-0.154,0.808,-0.5,11.4,0,9
ASA,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,18,9,9,50.0,2.4668,0.4245,792.48,7.9248,1332.77,540.29,8.5704,-4.0953,39.2222,-9.3248,11.0,0,18
FSTR,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,9,5,4,55.56,2.8802,0.4245,389.52,3.8952,596.69,207.17,8.2888,-3.4472,18.5017,-6.4241,11.1,0,9
HALO,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,14,7,7,50.0,2.6301,0.4245,593.36,5.9336,957.36,364.0,7.3406,-3.7534,25.9933,-8.0488,13.5,0,14
WEAV,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,8,4,4,50.0,3.684,0.4229,367.2,3.672,504.01,136.81,8.6445,-2.9776,18.1525,-6.6255,13.9,1,7
QUBT,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,11,6,5,54.55,2.2344,0.4213,465.71,4.6571,842.98,377.27,23.7539,-12.6156,43.0556,-20.1635,11.2,0,11
LRCX,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,16,9,7,56.25,2.1811,0.4192,597.9,5.979,1104.11,506.21,8.7939,-4.6911,22.7961,-7.326,9.9,0,16
COKE,Consumer Staples,SECTOR_CONSUMER_STAPLES,B2,Batch 2 — 2024 to 2026,13,5,8,38.46,1.8779,0.4188,518.47,5.1847,1109.06,590.59,10.2759,-4.0578,16.937,-7.4771,10.1,0,13
EWBC,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,12,5,7,41.67,1.9031,0.4171,407.07,4.0707,857.83,450.76,9.472,-3.6788,26.2506,-5.2069,11.8,0,12
TDW,Energy,SECTOR_ENERGY,B2,Batch 2 — 2024 to 2026,5,2,3,40.0,2.0342,0.4161,192.92,1.9292,379.46,186.54,22.4324,-5.6918,37.4938,-8.6869,22.8,1,4
LINC,Consumer Staples,SECTOR_CONSUMER_STAPLES,B2,Batch 2 — 2024 to 2026,13,7,6,53.85,2.1055,0.416,431.19,4.3119,821.24,390.05,9.6082,-4.7199,27.8643,-7.5256,11.3,0,13
LTBR,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,12,3,9,25.0,1.8445,0.416,493.57,4.9357,1078.0,584.43,57.5065,-9.5676,121.7791,-13.1579,9.4,0,12
RDW,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,14,8,6,57.14,2.9604,0.4146,625.18,6.2518,944.09,318.91,14.7466,-7.6396,45.6432,-12.5637,13.2,1,13
VRTS,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,6,3,3,50.0,2.9627,0.4144,182.16,1.8216,274.97,92.81,7.6024,-2.1288,19.6777,-2.3313,20.3,2,4
FTAI,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,19,7,12,36.84,2.1063,0.4134,659.75,6.5975,1256.11,596.36,14.4853,-5.0522,37.037,-13.4135,9.4,0,19
ENVX,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,8,2,6,25.0,2.3533,0.4131,350.42,3.5042,609.36,258.94,44.9436,-6.4465,88.4921,-13.9736,13.9,0,8
AMTB,Financials,SECTOR_FINANCIALS,B2,Batch 2 — 2024 to 2026,8,3,5,37.5,2.0495,0.4118,267.38,2.6738,522.16,254.78,11.4096,-2.9271,16.1157,-5.6939,15.1,0,8
CTLP,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,8,4,4,50.0,2.4243,0.4106,344.63,3.4463,586.6,241.97,11.4763,-4.6717,22.7086,-6.6575,13.5,0,8
AXGN,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,12,6,6,50.0,2.0665,0.4105,502.08,5.0208,972.86,470.78,15.9889,-7.9251,31.117,-11.0872,15.2,1,11
NHC,Healthcare,SECTOR_HEALTHCARE,B2,Batch 2 — 2024 to 2026,11,5,6,45.45,2.2998,0.4102,394.19,3.9419,697.45,303.26,6.9734,-2.6877,13.4973,-4.5914,11.8,0,11
ABAT,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,6,3,3,50.0,1.7511,0.4084,225.97,2.2597,526.83,300.86,27.9811,-15.7427,58.9825,-17.9356,8.5,0,6
FE,Utilities,SECTOR_UTILITIES,B2,Batch 2 — 2024 to 2026,12,6,6,50.0,2.1058,0.4083,451.95,4.5195,860.65,408.7,4.1963,-2.5303,8.4687,-4.7909,12.2,0,12
KE,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,10,2,8,20.0,1.2361,0.4072,169.16,1.6916,885.75,716.59,28.941,-5.0637,56.9069,-6.6849,10.8,0,10
CMI,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,16,9,7,56.25,3.0837,0.4009,654.96,6.5496,969.28,314.32,4.7062,-2.7887,9.7861,-5.7663,12.3,0,16
CRUS,Technology,SECTOR_TECHNOLOGY,B2,Batch 2 — 2024 to 2026,11,5,6,45.45,3.0047,0.4001,445.51,4.4551,667.74,222.23,8.1152,-2.7291,20.5748,-7.206,15.9,0,11
GNK,Industrials,SECTOR_INDUSTRIALS,B2,Batch 2 — 2024 to 2026,11,5,6,45.45,2.3174,0.3987,458.79,4.5879,807.04,348.25,9.4161,-3.027,20.5033,-4.9513,15.7,1,10
